"","local","corte","gen","block","peso"
"1095","AC","16","MILE","3",1826.54604111471
"1096","AC","16","PM45","3",2450.35796165157
"1097","AC","16","PM32","3",2620.82521608256
"1098","AC","16","PM37","3",3231.96054709828
"1099","AC","16","PM42","3",2152.13192977446
"1100","AC","16","PM33","3",1800.74234737817
"1101","AC","16","MOMB","3",2892.22750211732
"1102","AC","16","PM34","3",2025.95872231241
"1103","AC","16","PM41","3",2625.05024171651
"1104","AC","16","ARUA","3",565.772440376814
"1105","AC","17","PM30","1",993.830624728706
"1106","AC","17","PM31","1",1693.3367885718
"1107","AC","17","PM32","1",1519.93624244733
"1108","AC","17","PM33","1",1150.1222113941
"1109","AC","17","MOMB","1",1284.10117116325
"1110","AC","17","PM34","1",1011.72461973518
"1111","AC","17","PM35","1",719.234916427478
"1112","AC","17","PM36","1",682.551393923582
"1113","AC","17","PM37","1",1600.68574442833
"1114","AC","17","TANZ","1",959.979350458398
"1115","AC","17","PM38","1",968.466053951647
"1116","AC","17","PM39","1",1571.6285222131
"1117","AC","17","PM40","1",1663.19149260192
"1118","AC","17","PM41","1",1019.81752493168
"1119","AC","17","MASS","1",2026.99720942306
"1120","AC","17","PM42","1",986.906962083269
"1121","AC","17","PM43","1",769.855231862178
"1122","AC","17","PM44","1",1198.63199904305
"1123","AC","17","PM45","1",1530.63783162362
"1124","AC","17","MILE","1",1020.54002700973
"1125","AC","17","PM46","1",1336.0573808453
"1126","AC","17","PM47","1",1320.70128770334
"1127","AC","17","ARUA","1",NA
"1128","AC","17","PM39","2",1689.58432935044
"1129","AC","17","PM33","2",1055.81404240878
"1130","AC","17","PM41","2",1192.70869695651
"1131","AC","17","PM37","2",1912.45735016613
"1132","AC","17","PM45","2",1641.52847950944
"1133","AC","17","PM36","2",1163.07331944241
"1134","AC","17","MOMB","2",1069.88911333067
"1135","AC","17","PM31","2",1985.80581567275
"1136","AC","17","PM47","2",1544.59673182581
"1137","AC","17","PM43","2",1075.03562184997
"1138","AC","17","PM35","2",933.291045326431
"1139","AC","17","PM30","2",958.338271219622
"1140","AC","17","PM42","2",993.812814421603
"1141","AC","17","PM38","2",827.934967631062
"1142","AC","17","PM46","2",1264.43578224101
"1143","AC","17","TANZ","2",976.267135926929
"1144","AC","17","PM44","2",1097.25328425966
"1145","AC","17","PM40","2",1689.09339714513
"1146","AC","17","PM32","2",1567.5442950268
"1147","AC","17","PM34","2",987.969028842347
"1148","AC","17","MILE","2",956.25221831291
"1149","AC","17","MASS","2",2148.33759590793
"1150","AC","17","ARUA","2",NA
"1151","AC","17","PM39","3",1266.48729333303
"1152","AC","17","PM35","3",607.561423749179
"1153","AC","17","PM30","3",898.500843137967
"1154","AC","17","PM44","3",1195.52487477827
"1155","AC","17","PM36","3",969.442479777319
"1156","AC","17","PM31","3",1515.2895676969
"1157","AC","17","PM47","3",1238.65298904834
"1158","AC","17","PM43","3",964.150425358564
"1159","AC","17","PM38","3",862.325512639943
"1160","AC","17","PM40","3",1418.68493973419
"1161","AC","17","MASS","3",1883.99249170595
"1162","AC","17","PM46","3",1303.08982372076
"1163","AC","17","TANZ","3",986.913070058148
"1164","AC","17","MILE","3",1007.08948050148
"1165","AC","17","PM45","3",1432.75516147822
"1166","AC","17","PM32","3",1652.01027957724
"1167","AC","17","PM37","3",1869.28876203466
"1168","AC","17","PM42","3",954.649000947998
"1169","AC","17","PM33","3",957.351293776284
"1170","AC","17","MOMB","3",1053.05118642236
"1171","AC","17","PM34","3",908.551014534977
"1172","AC","17","PM41","3",1159.72520395019
"1173","AC","17","ARUA","3",467.30482029751
"1174","DF","1","ARUA","1",3693.04365158461
"1175","DF","1","MASS","1",2817.88824648712
"1176","DF","1","MILE","1",4526.68496876889
"1177","DF","1","MOMB","1",2105.74494949495
"1178","DF","1","PM30","1",4627.48425974739
"1179","DF","1","PM31","1",2928.36953287712
"1180","DF","1","PM32","1",4975.7233938205
"1181","DF","1","PM33","1",3488.5398633299
"1182","DF","1","PM34","1",3319.75018457412
"1183","DF","1","PM35","1",3664.63138236147
"1184","DF","1","PM36","1",4636.36838130775
"1185","DF","1","PM37","1",3676.82625185511
"1186","DF","1","PM38","1",4371.04588664064
"1187","DF","1","PM39","1",3362.73028140723
"1188","DF","1","PM40","1",4865.86174242424
"1189","DF","1","PM41","1",3849.1205763933
"1190","DF","1","PM42","1",4453.98263465366
"1191","DF","1","PM43","1",6363.34469858408
"1192","DF","1","PM44","1",5600.53606346516
"1193","DF","1","PM45","1",2788.77803568432
"1194","DF","1","PM46","1",4058.39924501168
"1195","DF","1","PM47","1",3556.39945818548
"1196","DF","1","TANZ","1",2743.49833173363
"1197","DF","1","ARUA","2",2446.74886420337
"1198","DF","1","MASS","2",2925.32977386935
"1199","DF","1","MILE","2",4278.5416386385
"1200","DF","1","MOMB","2",2233.08972412048
"1201","DF","1","PM30","2",3142.2535967361
"1202","DF","1","PM31","2",3467.23274548226
"1203","DF","1","PM32","2",3787.84721483907
"1204","DF","1","PM33","2",3154.07539859932
"1205","DF","1","PM34","2",5461.51254056632
"1206","DF","1","PM35","2",5573.61066485223
"1207","DF","1","PM36","2",3538.31578571046
"1208","DF","1","PM37","2",4842.60358880086
"1209","DF","1","PM38","2",3802.07095227543
"1210","DF","1","PM39","2",4024.45638270657
"1211","DF","1","PM40","2",3604.37723731312
"1212","DF","1","PM41","2",2904.29557007988
"1213","DF","1","PM42","2",3239.67866081126
"1214","DF","1","PM43","2",3040.9361114447
"1215","DF","1","PM44","2",3278.90454064951
"1216","DF","1","PM45","2",2150.20667555304
"1217","DF","1","PM46","2",3303.15436447284
"1218","DF","1","PM47","2",2825.79923478372
"1219","DF","1","TANZ","2",3938.66302661845
"1220","DF","1","ARUA","3",1797.24504774444
"1221","DF","1","MASS","3",2436.41125046535
"1222","DF","1","MILE","3",1845.48919745672
"1223","DF","1","MOMB","3",1905.38454484319
"1224","DF","1","PM30","3",4583.57045729251
"1225","DF","1","PM31","3",3126.29973658672
"1226","DF","1","PM32","3",5611.09945446916
"1227","DF","1","PM33","3",3351.1259382819
"1228","DF","1","PM34","3",3926.96982997157
"1229","DF","1","PM35","3",2675.71855410898
"1230","DF","1","PM36","3",3318.84002255369
"1231","DF","1","PM37","3",5805.21672420407
"1232","DF","1","PM38","3",3263.19534605013
"1233","DF","1","PM39","3",3496.86133704599
"1234","DF","1","PM40","3",3694.51003119544
"1235","DF","1","PM41","3",3291.77465421945
"1236","DF","1","PM42","3",3901.26938177946
"1237","DF","1","PM43","3",2897.54566210046
"1238","DF","1","PM44","3",3289.69717222465
"1239","DF","1","PM45","3",3797.25826406143
"1240","DF","1","PM46","3",2897.54566210046
"1241","DF","1","PM47","3",3289.69717222465
"1242","DF","1","TANZ","3",4016.94328746197
"1243","DF","2","ARUA","1",3494.05692038997
"1244","DF","2","MASS","1",2814.47408736273
"1245","DF","2","MILE","1",2631.48599322074
"1246","DF","2","MOMB","1",2789.40441180928
"1247","DF","2","PM30","1",3035.60494940792
"1248","DF","2","PM31","1",2795.48621559819
"1249","DF","2","PM32","1",2493.19351043089
"1250","DF","2","PM33","1",3482.89509665867
"1251","DF","2","PM34","1",2795.48621559819
"1252","DF","2","PM35","1",2493.19351043089
"1253","DF","2","PM36","1",3419.64957436838
"1254","DF","2","PM37","1",3135.02978965016
"1255","DF","2","PM38","1",3282.65657945255
"1256","DF","2","PM39","1",2563.90542099193
"1257","DF","2","PM40","1",2994.9818015387
"1258","DF","2","PM41","1",2915.65923573215
"1259","DF","2","PM42","1",3030.04272059207
"1260","DF","2","PM43","1",2240.04347835205
"1261","DF","2","PM44","1",2936.49480331334
"1262","DF","2","PM45","1",2669.44308977703
"1263","DF","2","PM46","1",2565.81228244867
"1264","DF","2","PM47","1",3256.13521781015
"1265","DF","2","TANZ","1",3013.25936860442
"1266","DF","2","ARUA","2",2774.61893334574
"1267","DF","2","MASS","2",1869.46363808484
"1268","DF","2","MILE","2",2452.08905897209
"1269","DF","2","MOMB","2",2724.40574493835
"1270","DF","2","PM30","2",2755.24073315058
"1271","DF","2","PM31","2",1908.62667728454
"1272","DF","2","PM32","2",2749.80754046585
"1273","DF","2","PM33","2",2826.64334395706
"1274","DF","2","PM34","2",2454.63063673484
"1275","DF","2","PM35","2",3879.02129653313
"1276","DF","2","PM36","2",3472.32366328144
"1277","DF","2","PM37","2",3127.88681008609
"1278","DF","2","PM38","2",3116.94970875379
"1279","DF","2","PM39","2",3110.78136120025
"1280","DF","2","PM40","2",3641.74238898399
"1281","DF","2","PM41","2",2794.91668140351
"1282","DF","2","PM42","2",1809.48306989665
"1283","DF","2","PM43","2",3641.74238898399
"1284","DF","2","PM44","2",2794.91668140351
"1285","DF","2","PM45","2",1658.77116214997
"1286","DF","2","PM46","2",1839.99063045636
"1287","DF","2","PM47","2",1723.32297165678
"1288","DF","2","TANZ","2",2437.06466344965
"1289","DF","2","ARUA","3",1332.68637959874
"1290","DF","2","MASS","3",2168.83700044903
"1291","DF","2","MILE","3",1468.22734163374
"1292","DF","2","MOMB","3",2052.65779209713
"1293","DF","2","PM30","3",2454.67457679524
"1294","DF","2","PM31","3",2865.64128940672
"1295","DF","2","PM32","3",2144.49753956502
"1296","DF","2","PM33","3",2926.69509008389
"1297","DF","2","PM34","3",2159.82594586526
"1298","DF","2","PM35","3",3469.85603822217
"1299","DF","2","PM36","3",2810.50363927312
"1300","DF","2","PM37","3",2280.53978877901
"1301","DF","2","PM38","3",3031.18089341
"1302","DF","2","PM39","3",1278.62483657405
"1303","DF","2","PM40","3",2580.48238418874
"1304","DF","2","PM41","3",1596.81147517577
"1305","DF","2","PM42","3",3064.47651633495
"1306","DF","2","PM43","3",2653.82191175141
"1307","DF","2","PM44","3",2918.08668330567
"1308","DF","2","PM45","3",2556.56127756084
"1309","DF","2","PM46","3",2921.42724419308
"1310","DF","2","PM47","3",3534.0624265685
"1311","DF","2","TANZ","3",1937.8804958674
"1312","DF","3","ARUA","1",2128.9955640774
"1313","DF","3","MASS","1",2022.46129805009
"1314","DF","3","MILE","1",2109.07163350017
"1315","DF","3","MOMB","1",2350.90627003756
"1316","DF","3","PM30","1",2355.44423943208
"1317","DF","3","PM31","1",1894.73702944359
"1318","DF","3","PM32","1",2893.8389202067
"1319","DF","3","PM33","1",2651.43033831259
"1320","DF","3","PM34","1",2932.31941175172
"1321","DF","3","PM35","1",3313.27542990498
"1322","DF","3","PM36","1",3016.8886381645
"1323","DF","3","PM37","1",2920.2956380638
"1324","DF","3","PM38","1",2582.97071700069
"1325","DF","3","PM39","1",2444.28519675769
"1326","DF","3","PM40","1",3460.11759911654
"1327","DF","3","PM41","1",2576.36619304872
"1328","DF","3","PM42","1",2550.08281539546
"1329","DF","3","PM43","1",4080.25697591346
"1330","DF","3","PM44","1",3353.99723493546
"1331","DF","3","PM45","1",2341.81313181412
"1332","DF","3","PM46","1",2464.45043754788
"1333","DF","3","PM47","1",2504.18965493886
"1334","DF","3","TANZ","1",2334.31819414735
"1335","DF","3","ARUA","2",1636.76559294305
"1336","DF","3","MASS","2",1101.91211579717
"1337","DF","3","MILE","2",2348.97892052652
"1338","DF","3","MOMB","2",1528.85111650064
"1339","DF","3","PM30","2",1626.33882649869
"1340","DF","3","PM31","2",2061.77578215527
"1341","DF","3","PM32","2",1950.32862212995
"1342","DF","3","PM33","2",1703.90057225032
"1343","DF","3","PM34","2",3032.28037552723
"1344","DF","3","PM35","2",3050.72492325562
"1345","DF","3","PM36","2",2849.17118004267
"1346","DF","3","PM37","2",2407.28555275616
"1347","DF","3","PM38","2",2556.15556296657
"1348","DF","3","PM39","2",3324.77206664111
"1349","DF","3","PM40","2",2978.00898827641
"1350","DF","3","PM41","2",2228.08176951762
"1351","DF","3","PM42","2",1911.91718033823
"1352","DF","3","PM43","2",1717.64451956072
"1353","DF","3","PM44","2",1417.42726713924
"1354","DF","3","PM45","2",1070.80446107936
"1355","DF","3","PM46","2",1172.70065471179
"1356","DF","3","PM47","2",1280.75826380822
"1357","DF","3","TANZ","2",1470.45692119338
"1358","DF","3","ARUA","3",1362.50585474684
"1359","DF","3","MASS","3",2522.88026246037
"1360","DF","3","MILE","3",1584.42519962686
"1361","DF","3","MOMB","3",2287.08744220217
"1362","DF","3","PM30","3",2988.41433099695
"1363","DF","3","PM31","3",3067.66415591074
"1364","DF","3","PM32","3",3142.2583179289
"1365","DF","3","PM33","3",3671.10642276988
"1366","DF","3","PM34","3",2728.70873827604
"1367","DF","3","PM35","3",2508.2807158591
"1368","DF","3","PM36","3",2024.9662745356
"1369","DF","3","PM37","3",2982.1014813029
"1370","DF","3","PM38","3",2278.13552762098
"1371","DF","3","PM39","3",2027.63407539156
"1372","DF","3","PM40","3",1845.81172097692
"1373","DF","3","PM41","3",2219.46076624531
"1374","DF","3","PM42","3",3186.32197722703
"1375","DF","3","PM43","3",2734.41616856622
"1376","DF","3","PM44","3",3272.53753063726
"1377","DF","3","PM45","3",3554.03040434646
"1378","DF","3","PM46","3",3045.5515260217
"1379","DF","3","PM47","3",2522.88026246037
"1380","DF","3","TANZ","3",3045.5515260217
"1381","DF","4","ARUA","1",218.1429
"1382","DF","4","MASS","1",163.236
"1383","DF","4","MILE","1",222.932139216543
"1384","DF","4","MOMB","1",329.301376024769
"1385","DF","4","PM30","1",208.053832234716
"1386","DF","4","PM31","1",316.6625
"1387","DF","4","PM32","1",146.3375
"1388","DF","4","PM33","1",482.284484153961
"1389","DF","4","PM34","1",290.396
"1390","DF","4","PM35","1",386.9195
"1391","DF","4","PM36","1",841.299612420446
"1392","DF","4","PM37","1",498.3176
"1393","DF","4","PM38","1",794.4474
"1394","DF","4","PM39","1",364.857413885101
"1395","DF","4","PM40","1",522.0117
"1396","DF","4","PM41","1",366.1944
"1397","DF","4","PM42","1",748.382882452283
"1398","DF","4","PM43","1",596.2518
"1399","DF","4","PM44","1",784.7532
"1400","DF","4","PM45","1",302.794579107736
"1401","DF","4","PM46","1",402.8076
"1402","DF","4","PM47","1",485.5818
"1403","DF","4","TANZ","1",272.9364
"1404","DF","4","ARUA","2",360.2637
"1405","DF","4","MASS","2",308.5628
"1406","DF","4","MILE","2",263.565732699765
"1407","DF","4","MOMB","2",419.590482086803
"1408","DF","4","PM30","2",248.049153901421
"1409","DF","4","PM31","2",101.952
"1410","DF","4","PM32","2",130.2511
"1411","DF","4","PM33","2",286.000374321542
"1412","DF","4","PM34","2",477.9726
"1413","DF","4","PM35","2",441.4962
"1414","DF","4","PM36","2",385.836835434594
"1415","DF","4","PM37","2",312.5562
"1416","DF","4","PM38","2",344.372
"1417","DF","4","PM39","2",391.832963784183
"1418","DF","4","PM40","2",570.1426
"1419","DF","4","PM41","2",538.83
"1420","DF","4","PM42","2",452.932175877602
"1421","DF","4","PM43","2",232
"1422","DF","4","PM44","2",396.5813
"1423","DF","4","PM45","2",66.0081240768094
"1424","DF","4","PM46","2",45.4464
"1425","DF","4","PM47","2",93.0021
"1426","DF","4","TANZ","2",227.3588
"1427","DF","4","ARUA","3",49.5954
"1428","DF","4","MASS","3",571.1125
"1429","DF","4","MILE","3",72.8984336980516
"1430","DF","4","MOMB","3",537.121705121997
"1431","DF","4","PM30","3",638.310914529474
"1432","DF","4","PM31","3",679.8572
"1433","DF","4","PM32","3",389.994
"1434","DF","4","PM33","3",281.928645871326
"1435","DF","4","PM34","3",679.8572
"1436","DF","4","PM35","3",389.994
"1437","DF","4","PM36","3",377.737951574295
"1438","DF","4","PM37","3",300.48
"1439","DF","4","PM38","3",408.9024
"1440","DF","4","PM39","3",391.668391606335
"1441","DF","4","PM40","3",566.6788
"1442","DF","4","PM41","3",497.7879
"1443","DF","4","PM42","3",221.55381624105
"1444","DF","4","PM43","3",309.411
"1445","DF","4","PM44","3",430.5303
"1446","DF","4","PM45","3",430.727993224997
"1447","DF","4","PM46","3",462.9888
"1448","DF","4","PM47","3",378.684
"1449","DF","4","TANZ","3",396.013
"1450","DF","6","ARUA","1",1763.60544217687
"1451","DF","6","MASS","1",1865.5938697318
"1452","DF","6","MILE","1",1633.67052023121
"1453","DF","6","MOMB","1",1990.90909090909
"1454","DF","6","PM30","1",2165.34148827727
"1455","DF","6","PM31","1",2566.66666666667
"1456","DF","6","PM32","1",2079.45060750132
"1457","DF","6","PM33","1",2348.93617021277
"1458","DF","6","PM34","1",1909.46502057613
"1459","DF","6","PM35","1",2569.77011494253
"1460","DF","6","PM36","1",2133.90313390313
"1461","DF","6","PM37","1",2533.00865800866
"1462","DF","6","PM38","1",2249.21030756442
"1463","DF","6","PM39","1",2534.6975088968
"1464","DF","6","PM40","1",2548.17708333333
"1465","DF","6","PM41","1",2143.7265917603
"1466","DF","6","PM42","1",2045.12711864407
"1467","DF","6","PM43","1",2673.03240740741
"1468","DF","6","PM44","1",3196.39756944444
"1469","DF","6","PM45","1",1621.96078431373
"1470","DF","6","PM46","1",2324.00793650794
"1471","DF","6","PM47","1",2243.55828220859
"1472","DF","6","TANZ","1",2497.38723872387
"1473","DF","6","ARUA","2",2312.94820717131
"1474","DF","6","MASS","2",2621.8487394958
"1475","DF","6","MILE","2",2365.93886462882
"1476","DF","6","MOMB","2",2474.39198855508
"1477","DF","6","PM30","2",1253.3748701973
"1478","DF","6","PM31","2",1396.89578713969
"1479","DF","6","PM32","2",1447.05340699816
"1480","DF","6","PM33","2",2050.21786492375
"1481","DF","6","PM34","2",2760.41666666667
"1482","DF","6","PM35","2",2731.60522273426
"1483","DF","6","PM36","2",2617.4168297456
"1484","DF","6","PM37","2",2269.70720720721
"1485","DF","6","PM38","2",2242.12121212121
"1486","DF","6","PM39","2",2189.29643929644
"1487","DF","6","PM40","2",2502.10396039604
"1488","DF","6","PM41","2",2323.7831176833
"1489","DF","6","PM42","2",1528.16901408451
"1490","DF","6","PM43","2",1188.95966029724
"1491","DF","6","PM44","2",1352.79805352798
"1492","DF","6","PM45","2",1714.6875
"1493","DF","6","PM46","2",1548.91304347826
"1494","DF","6","PM47","2",2034.875
"1495","DF","6","TANZ","2",1434.3137254902
"1496","DF","6","ARUA","3",1243.3734939759
"1497","DF","6","MASS","3",2439.52095808383
"1498","DF","6","MILE","3",1610.83032490975
"1499","DF","6","MOMB","3",1255.23012552301
"1500","DF","6","PM30","3",2817.75898520085
"1501","DF","6","PM31","3",2663.15136476427
"1502","DF","6","PM32","3",2497.08588957055
"1503","DF","6","PM33","3",2254.96389891697
"1504","DF","6","PM34","3",2035.71428571429
"1505","DF","6","PM35","3",2752.74261603376
"1506","DF","6","PM36","3",2137.12121212121
"1507","DF","6","PM37","3",1900
"1508","DF","6","PM38","3",2434.90230905861
"1509","DF","6","PM39","3",2084.72222222222
"1510","DF","6","PM40","3",1852.09320695103
"1511","DF","6","PM41","3",1794.43069306931
"1512","DF","6","PM42","3",2126.64041994751
"1513","DF","6","PM43","3",2197.41100323625
"1514","DF","6","PM44","3",2446.23865110246
"1515","DF","6","PM45","3",1822.5614927905
"1516","DF","6","PM46","3",2284.72222222222
"1517","DF","6","PM47","3",1835.3381208857
"1518","DF","6","TANZ","3",2468.7015503876
"1519","DF","7","ARUA","1",2396.03326935381
"1520","DF","7","MASS","1",3578.32211942809
"1521","DF","7","MILE","1",3413.62799263352
"1522","DF","7","MOMB","1",2711.38968481375
"1523","DF","7","PM30","1",3550.87523277467
"1524","DF","7","PM31","1",3028.53801169591
"1525","DF","7","PM32","1",3025.48476454294
"1526","DF","7","PM33","1",3019.56140350877
"1527","DF","7","PM34","1",3264.95263870095
"1528","DF","7","PM35","1",3153.45029239766
"1529","DF","7","PM36","1",3052.016985138
"1530","DF","7","PM37","1",3226.65406427221
"1531","DF","7","PM38","1",3475.14367816092
"1532","DF","7","PM39","1",3502.40963855422
"1533","DF","7","PM40","1",3722.66009852217
"1534","DF","7","PM41","1",3523.92392392392
"1535","DF","7","PM42","1",3061.89727463312
"1536","DF","7","PM43","1",2977.02152414194
"1537","DF","7","PM44","1",3150.60272536688
"1538","DF","7","PM45","1",3181.74442190669
"1539","DF","7","PM46","1",4059.0405904059
"1540","DF","7","PM47","1",3730.52787006275
"1541","DF","7","TANZ","1",3252.41165234002
"1542","DF","7","ARUA","2",2507.83854166667
"1543","DF","7","MASS","2",3273.2044198895
"1544","DF","7","MILE","2",3223.4756097561
"1545","DF","7","MOMB","2",2824.47916666667
"1546","DF","7","PM30","2",3314.63571889104
"1547","DF","7","PM31","2",2974.66666666667
"1548","DF","7","PM32","2",3209.87654320988
"1549","DF","7","PM33","2",3614.37308868501
"1550","DF","7","PM34","2",3334.1049382716
"1551","DF","7","PM35","2",3066.19469026549
"1552","DF","7","PM36","2",3591.76372712146
"1553","DF","7","PM37","2",2920.09029345372
"1554","DF","7","PM38","2",3169.81651376147
"1555","DF","7","PM39","2",3540.58744993324
"1556","DF","7","PM40","2",3512.6579778831
"1557","DF","7","PM41","2",3267.78042959427
"1558","DF","7","PM42","2",2701.61437016826
"1559","DF","7","PM43","2",2901.17283950617
"1560","DF","7","PM44","2",3299.88700564972
"1561","DF","7","PM45","2",2750
"1562","DF","7","PM46","2",3516.17110067814
"1563","DF","7","PM47","2",2807.02045328911
"1564","DF","7","TANZ","2",2976.43928398645
"1565","DF","7","ARUA","3",1854.42176870748
"1566","DF","7","MASS","3",2827.55344418052
"1567","DF","7","MILE","3",3192.61006289308
"1568","DF","7","MOMB","3",2612.5
"1569","DF","7","PM30","3",2724.34895833333
"1570","DF","7","PM31","3",3523.15869400152
"1571","DF","7","PM32","3",2810.45311799013
"1572","DF","7","PM33","3",2608.75152998776
"1573","DF","7","PM34","3",3600.82304526749
"1574","DF","7","PM35","3",3099.36743674367
"1575","DF","7","PM36","3",2857.60483297797
"1576","DF","7","PM37","3",2880.89591567852
"1577","DF","7","PM38","3",2780.18962075848
"1578","DF","7","PM39","3",3390.90909090909
"1579","DF","7","PM40","3",3269.11314984709
"1580","DF","7","PM41","3",3021.33507853403
"1581","DF","7","PM42","3",3145.81673306773
"1582","DF","7","PM43","3",2740.02123142251
"1583","DF","7","PM44","3",3276.66666666667
"1584","DF","7","PM45","3",2371.85929648241
"1585","DF","7","PM46","3",2947.01213818861
"1586","DF","7","PM47","3",3214.56241032999
"1587","DF","7","TANZ","3",3087.96296296296
"1588","DF","8","ARUA","1",1662.42221485795
"1589","DF","8","MASS","1",4670.71388791183
"1590","DF","8","MILE","1",3517.42771349434
"1591","DF","8","MOMB","1",3262.98771633581
"1592","DF","8","PM30","1",3492.66728270914
"1593","DF","8","PM31","1",3685.44830579746
"1594","DF","8","PM32","1",3749.58526362233
"1595","DF","8","PM33","1",3219.02062914668
"1596","DF","8","PM34","1",3681.11947995242
"1597","DF","8","PM35","1",3373.46635979387
"1598","DF","8","PM36","1",3469.35740908005
"1599","DF","8","PM37","1",4057.87948598643
"1600","DF","8","PM38","1",3456.26818861807
"1601","DF","8","PM39","1",3802.35463119106
"1602","DF","8","PM40","1",4557.34685632597
"1603","DF","8","PM41","1",4049.62657232704
"1604","DF","8","PM42","1",3254.29403202329
"1605","DF","8","PM43","1",2254.22220376753
"1606","DF","8","PM44","1",3193.49874629214
"1607","DF","8","PM45","1",3596.3271678442
"1608","DF","8","PM46","1",3870.15407847856
"1609","DF","8","PM47","1",3968.63926252981
"1610","DF","8","TANZ","1",3743.45018712014
"1611","DF","8","ARUA","2",1758.97788203753
"1612","DF","8","MASS","2",4062.61269544519
"1613","DF","8","MILE","2",4007.9823488705
"1614","DF","8","MOMB","2",3334.47310018971
"1615","DF","8","PM30","2",2651.57450247102
"1616","DF","8","PM31","2",4064.97762008299
"1617","DF","8","PM32","2",3599.85263847305
"1618","DF","8","PM33","2",3612.69637049631
"1619","DF","8","PM34","2",4054.88571128051
"1620","DF","8","PM35","2",3517.58988730547
"1621","DF","8","PM36","2",3739.08131312389
"1622","DF","8","PM37","2",4259.32757701174
"1623","DF","8","PM38","2",3745.90693808626
"1624","DF","8","PM39","2",3607.71404289136
"1625","DF","8","PM40","2",4159.11355134061
"1626","DF","8","PM41","2",3947.46348770441
"1627","DF","8","PM42","2",2635.71640739063
"1628","DF","8","PM43","2",2453.02681992337
"1629","DF","8","PM44","2",3638.98962993318
"1630","DF","8","PM45","2",3727.72570399927
"1631","DF","8","PM46","2",3807.20075050265
"1632","DF","8","PM47","2",3297.47953122492
"1633","DF","8","TANZ","2",3002.21523051239
"1634","DF","8","ARUA","3",1859.25338775609
"1635","DF","8","MASS","3",5060.64691482468
"1636","DF","8","MILE","3",4012.58894452497
"1637","DF","8","MOMB","3",3617.7810141959
"1638","DF","8","PM30","3",3516.52206683543
"1639","DF","8","PM31","3",4254.65367671669
"1640","DF","8","PM32","3",3220.51032004423
"1641","DF","8","PM33","3",3120.63301552956
"1642","DF","8","PM34","3",3958.84728258851
"1643","DF","8","PM35","3",3460.65420515004
"1644","DF","8","PM36","3",3460.5770627782
"1645","DF","8","PM37","3",3915.72470918932
"1646","DF","8","PM38","3",3344.12297482605
"1647","DF","8","PM39","3",4008.64467087174
"1648","DF","8","PM40","3",4032.70972581422
"1649","DF","8","PM41","3",3391.41883419606
"1650","DF","8","PM42","3",3087.43887615269
"1651","DF","8","PM43","3",2733.5295793372
"1652","DF","8","PM44","3",3480.52614693616
"1653","DF","8","PM45","3",3272.6467372397
"1654","DF","8","PM46","3",3607.73480662983
"1655","DF","8","PM47","3",3627.56825070532
"1656","DF","8","TANZ","3",3488.08135466716
"1657","DF","9","ARUA","1",837.985825904037
"1658","DF","9","MASS","1",2689.67090501122
"1659","DF","9","MILE","1",1802.90717951273
"1660","DF","9","MOMB","1",1846.92052923309
"1661","DF","9","PM30","1",1885.97593321607
"1662","DF","9","PM31","1",2716.9230831257
"1663","DF","9","PM32","1",1940.92464100272
"1664","DF","9","PM33","1",1960.21112328318
"1665","DF","9","PM34","1",1767.97592931565
"1666","DF","9","PM35","1",1720.64983507001
"1667","DF","9","PM36","1",1634.0981647192
"1668","DF","9","PM37","1",1626.6754599691
"1669","DF","9","PM38","1",1427.38960042994
"1670","DF","9","PM39","1",1791.53136228773
"1671","DF","9","PM40","1",2142.50286150324
"1672","DF","9","PM41","1",1848.45932154877
"1673","DF","9","PM42","1",1434.95864877695
"1674","DF","9","PM43","1",789.881683223574
"1675","DF","9","PM44","1",1306.39989962456
"1676","DF","9","PM45","1",1590.63425719271
"1677","DF","9","PM46","1",2176.14783664739
"1678","DF","9","PM47","1",2110.00060426612
"1679","DF","9","TANZ","1",1657.05712578352
"1680","DF","9","ARUA","2",888.21847826087
"1681","DF","9","MASS","2",2606.94736842105
"1682","DF","9","MILE","2",2243.24969350225
"1683","DF","9","MOMB","2",1867.81064101008
"1684","DF","9","PM30","2",1781.34797297297
"1685","DF","9","PM31","2",2320.62162875787
"1686","DF","9","PM32","2",2269.95424504321
"1687","DF","9","PM33","2",2052.03658536585
"1688","DF","9","PM34","2",2040.35463899419
"1689","DF","9","PM35","2",2107.31611479029
"1690","DF","9","PM36","2",2316.53038487173
"1691","DF","9","PM37","2",1815.47691015953
"1692","DF","9","PM38","2",1409.84738955823
"1693","DF","9","PM39","2",2093.25143386681
"1694","DF","9","PM40","2",2149.9569203863
"1695","DF","9","PM41","2",2025.64726631393
"1696","DF","9","PM42","2",1519.48039543436
"1697","DF","9","PM43","2",757.832223460707
"1698","DF","9","PM44","2",1124.60764293121
"1699","DF","9","PM45","2",1428.64583333333
"1700","DF","9","PM46","2",1909.92071374185
"1701","DF","9","PM47","2",1899.64152941541
"1702","DF","9","TANZ","2",1662.80592000463
"1703","DF","9","ARUA","3",976.315789473684
"1704","DF","9","MASS","3",2411.10906298003
"1705","DF","9","MILE","3",2460.01330008313
"1706","DF","9","MOMB","3",2284.9491137793
"1707","DF","9","PM30","3",1701.97073791349
"1708","DF","9","PM31","3",2275.28296885355
