"","local","corte","gen","block","peso"
"3525","MS","11","PM32","1",2761.95652173913
"3526","MS","11","PM33","1",2506.20587565475
"3527","MS","11","PM34","1",2347.64826175869
"3528","MS","11","PM35","1",2327.56068679692
"3529","MS","11","PM36","1",2388.42515303283
"3530","MS","11","PM37","1",2010.82286847323
"3531","MS","11","PM38","1",2075.30548451265
"3532","MS","11","PM39","1",2108.14993122421
"3533","MS","11","PM40","1",2506.2822526363
"3534","MS","11","PM41","1",2625.04745634017
"3535","MS","11","PM42","1",2021.23660965984
"3536","MS","11","PM43","1",1583.05921052632
"3537","MS","11","PM44","1",1782.34790059983
"3538","MS","11","PM45","1",2733.14085378429
"3539","MS","11","PM46","1",2416.48706896552
"3540","MS","11","PM47","1",2114.09395973154
"3541","MS","11","TANZ","1",1880.89713843774
"3542","MS","11","ARUA","2",1748.44895657078
"3543","MS","11","MASS","2",2701.56046814044
"3544","MS","11","MILE","2",1789.23878006447
"3545","MS","11","MOMB","2",2157.35649879041
"3546","MS","11","PM30","2",1997.66355140187
"3547","MS","11","PM31","2",2354.42592157784
"3548","MS","11","PM32","2",1655.74994666098
"3549","MS","11","PM33","2",2321.79186228482
"3550","MS","11","PM34","2",1988.84341167151
"3551","MS","11","PM35","2",2268.44421434119
"3552","MS","11","PM36","2",2423.76327083804
"3553","MS","11","PM37","2",2162.08476517755
"3554","MS","11","PM38","2",1890.93959731544
"3555","MS","11","PM39","2",2357.03094398747
"3556","MS","11","PM40","2",1991.76531137416
"3557","MS","11","PM41","2",2396.35854341737
"3558","MS","11","PM42","2",1629.69283276451
"3559","MS","11","PM43","2",1864.1374006665
"3560","MS","11","PM44","2",1848.84814292431
"3561","MS","11","PM45","2",2228.2444668008
"3562","MS","11","PM46","2",2555.28554070474
"3563","MS","11","PM47","2",1865.13308857274
"3564","MS","11","TANZ","2",1869.93852024592
"3565","MS","11","ARUA","3",1203.67603108189
"3566","MS","11","MASS","3",2140.92872570194
"3567","MS","11","MILE","3",2096.29442903958
"3568","MS","11","MOMB","3",1587.5748502994
"3569","MS","11","PM30","3",2224.19839679359
"3570","MS","11","PM31","3",2686.67400881057
"3571","MS","11","PM32","3",2262.50290765294
"3572","MS","11","PM33","3",1577.72350817583
"3573","MS","11","PM34","3",1793.43065693431
"3574","MS","11","PM35","3",2384.35104414486
"3575","MS","11","PM36","3",2250
"3576","MS","11","PM37","3",1930.71593533487
"3577","MS","11","PM38","3",2300.09581166165
"3578","MS","11","PM39","3",3058.65314989138
"3579","MS","11","PM40","3",2811.34191535011
"3580","MS","11","PM41","3",1760.24720050708
"3581","MS","11","PM42","3",2164.76715686275
"3582","MS","11","PM43","3",1520.50436012255
"3583","MS","11","PM44","3",2663.46808993868
"3584","MS","11","PM45","3",1938.83984867591
"3585","MS","11","PM46","3",1848.75406283857
"3586","MS","11","PM47","3",1875.66844919786
"3587","MS","11","TANZ","3",2007.21528861154
"3588","MS","12","ARUA","1",153.5
"3589","MS","12","MASS","1",1327.67784137367
"3590","MS","12","MILE","1",912.239770279971
"3591","MS","12","MOMB","1",1808.2788671024
"3592","MS","12","PM30","1",1269.90563255677
"3593","MS","12","PM31","1",1504.06504065041
"3594","MS","12","PM32","1",1082.10237031948
"3595","MS","12","PM33","1",1768.49593495935
"3596","MS","12","PM34","1",970.266724967206
"3597","MS","12","PM35","1",1345.20123839009
"3598","MS","12","PM36","1",1105.1724137931
"3599","MS","12","PM37","1",607.281553398058
"3600","MS","12","PM38","1",805.807839388145
"3601","MS","12","PM39","1",1565.70155902004
"3602","MS","12","PM40","1",1610
"3603","MS","12","PM41","1",920.527441197434
"3604","MS","12","PM42","1",1834.2981186686
"3605","MS","12","PM43","1",613.095238095238
"3606","MS","12","PM44","1",470.479249011858
"3607","MS","12","PM45","1",1246.34655532359
"3608","MS","12","PM46","1",843.384502923977
"3609","MS","12","PM47","1",1176.13908872902
"3610","MS","12","TANZ","1",1422.82411604714
"3611","MS","12","ARUA","2",379.499217527387
"3612","MS","12","MASS","2",1823.41703056769
"3613","MS","12","MILE","2",1014.11909146716
"3614","MS","12","MOMB","2",2424.24242424242
"3615","MS","12","PM30","2",787.469287469287
"3616","MS","12","PM31","2",1056.64556962025
"3617","MS","12","PM32","2",617.584745762712
"3618","MS","12","PM33","2",1763.02083333333
"3619","MS","12","PM34","2",1652.24847560976
"3620","MS","12","PM35","2",1990.83409715857
"3621","MS","12","PM36","2",1326.79738562092
"3622","MS","12","PM37","2",925.031766200762
"3623","MS","12","PM38","2",1367.07166392092
"3624","MS","12","PM39","2",2420.54908485857
"3625","MS","12","PM40","2",970.16504443504
"3626","MS","12","PM41","2",1933.41362697866
"3627","MS","12","PM42","2",1122.92718096611
"3628","MS","12","PM43","2",880.257009345794
"3629","MS","12","PM44","2",709.710743801653
"3630","MS","12","PM45","2",1614.06727828746
"3631","MS","12","PM46","2",2218.06531624638
"3632","MS","12","PM47","2",1121.27761767531
"3633","MS","12","TANZ","2",1327.32347616174
"3634","MS","12","ARUA","3",269.215372297838
"3635","MS","12","MASS","3",639.335281227173
"3636","MS","12","MILE","3",1575.37240932642
"3637","MS","12","MOMB","3",598.648648648649
"3638","MS","12","PM30","3",947.478991596638
"3639","MS","12","PM31","3",660.071942446043
"3640","MS","12","PM32","3",924.325247693884
"3641","MS","12","PM33","3",630.945796460177
"3642","MS","12","PM34","3",595.762711864407
"3643","MS","12","PM35","3",2151.10788231021
"3644","MS","12","PM36","3",1769.31106471816
"3645","MS","12","PM37","3",732.17550274223
"3646","MS","12","PM38","3",429.806565064478
"3647","MS","12","PM39","3",1915.43871399866
"3648","MS","12","PM40","3",1038.25995807128
"3649","MS","12","PM41","3",462.992125984252
"3650","MS","12","PM42","3",740.985576923077
"3651","MS","12","PM43","3",336.299668874172
"3652","MS","12","PM44","3",1377.84503631961
"3653","MS","12","PM45","3",758.128732581288
"3654","MS","12","PM46","3",970.815243608297
"3655","MS","12","PM47","3",688.874514877102
"3656","MS","12","TANZ","3",740.840517241379
"3657","MS","13","ARUA","1",374.622356495468
"3658","MS","13","MASS","1",871.817004747518
"3659","MS","13","MILE","1",718.836923474999
"3660","MS","13","MOMB","1",1218.86903017873
"3661","MS","13","PM30","1",NA
"3662","MS","13","PM31","1",1080.54670912951
"3663","MS","13","PM32","1",1246.98906800074
"3664","MS","13","PM33","1",867.899603698811
"3665","MS","13","PM34","1",885.153228205891
"3666","MS","13","PM35","1",1047.09538608654
"3667","MS","13","PM36","1",910.939226519337
"3668","MS","13","PM37","1",978.891820580475
"3669","MS","13","PM38","1",743.179680150517
"3670","MS","13","PM39","1",1460
"3671","MS","13","PM40","1",867.305565794324
"3672","MS","13","PM41","1",811.429168407856
"3673","MS","13","PM42","1",775.64825253664
"3674","MS","13","PM43","1",403.456790123457
"3675","MS","13","PM44","1",675.249891351586
"3676","MS","13","PM45","1",663.129973474801
"3677","MS","13","PM46","1",657.72420943494
"3678","MS","13","PM47","1",591.861160981448
"3679","MS","13","TANZ","1",768.955798446415
"3680","MS","13","ARUA","2",517.812758906379
"3681","MS","13","MASS","2",939.500993596821
"3682","MS","13","MILE","2",907.494145199063
"3683","MS","13","MOMB","2",1110.39569187544
"3684","MS","13","PM30","2",1140.69992857872
"3685","MS","13","PM31","2",1021.79901784645
"3686","MS","13","PM32","2",557.591623036649
"3687","MS","13","PM33","2",1360.2761077711
"3688","MS","13","PM34","2",805.189775367932
"3689","MS","13","PM35","2",925.435276305829
"3690","MS","13","PM36","2",918.611269208879
"3691","MS","13","PM37","2",1080.84824387011
"3692","MS","13","PM38","2",464.103095632946
"3693","MS","13","PM39","2",766.411196267911
"3694","MS","13","PM40","2",340.646651270208
"3695","MS","13","PM41","2",1156.14430665163
"3696","MS","13","PM42","2",730.984016945889
"3697","MS","13","PM43","2",811.985303433422
"3698","MS","13","PM44","2",941.5405122346
"3699","MS","13","PM45","2",1159.55829756795
"3700","MS","13","PM46","2",742.73587985635
"3701","MS","13","PM47","2",835.661947342275
"3702","MS","13","TANZ","2",883.063928935489
"3703","MS","13","ARUA","3",482.908040442947
"3704","MS","13","MASS","3",652.680652680653
"3705","MS","13","MILE","3",1027.83796797881
"3706","MS","13","MOMB","3",918.465227817746
"3707","MS","13","PM30","3",1117.82368484266
"3708","MS","13","PM31","3",617.764471057884
"3709","MS","13","PM32","3",684.997294372294
"3710","MS","13","PM33","3",627.507392311995
"3711","MS","13","PM34","3",354.952830188679
"3712","MS","13","PM35","3",1760.51051051051
"3713","MS","13","PM36","3",NA
"3714","MS","13","PM37","3",515.715177039463
"3715","MS","13","PM38","3",643.747638836419
"3716","MS","13","PM39","3",1424.09532215357
"3717","MS","13","PM40","3",781.893004115226
"3718","MS","13","PM41","3",583.592132505176
"3719","MS","13","PM42","3",849.11822338341
"3720","MS","13","PM43","3",481.190574617611
"3721","MS","13","PM44","3",783.424512909108
"3722","MS","13","PM45","3",990.538143110586
"3723","MS","13","PM46","3",522.780610180464
"3724","MS","13","PM47","3",654.886561954625
"3725","MS","13","TANZ","3",NA
"3726","MS","14","ARUA","1",291.5
"3727","MS","14","MASS","1",623.081215127092
"3728","MS","14","MILE","1",630.32125984252
"3729","MS","14","MOMB","1",803.478260869565
"3730","MS","14","PM30","1",885.603809523809
"3731","MS","14","PM31","1",885.21201909576
"3732","MS","14","PM32","1",709.837456846951
"3733","MS","14","PM33","1",502.5
"3734","MS","14","PM34","1",319
"3735","MS","14","PM35","1",920.915615776764
"3736","MS","14","PM36","1",554.221436984688
"3737","MS","14","PM37","1",495.368464052288
"3738","MS","14","PM38","1",290
"3739","MS","14","PM39","1",NA
"3740","MS","14","PM40","1",689.628667878473
"3741","MS","14","PM41","1",667.377448156682
"3742","MS","14","PM42","1",760.255013884603
"3743","MS","14","PM43","1",270
"3744","MS","14","PM44","1",700.064712546021
"3745","MS","14","PM45","1",1032.04214440657
"3746","MS","14","PM46","1",425.579234972678
"3747","MS","14","PM47","1",430.5
"3748","MS","14","TANZ","1",318.5
"3749","MS","14","ARUA","2",178
"3750","MS","14","MASS","2",613.448884495905
"3751","MS","14","MILE","2",307.641123534224
"3752","MS","14","MOMB","2",610.840108401084
"3753","MS","14","PM30","2",403.370946393117
"3754","MS","14","PM31","2",647.858490566038
"3755","MS","14","PM32","2",516.936378466558
"3756","MS","14","PM33","2",586.74
"3757","MS","14","PM34","2",382.5
"3758","MS","14","PM35","2",733.031708046665
"3759","MS","14","PM36","2",478.5
"3760","MS","14","PM37","2",352
"3761","MS","14","PM38","2",367
"3762","MS","14","PM39","2",616.096774193548
"3763","MS","14","PM40","2",532.953405017921
"3764","MS","14","PM41","2",367
"3765","MS","14","PM42","2",376
"3766","MS","14","PM43","2",287.5
"3767","MS","14","PM44","2",408.746272777471
"3768","MS","14","PM45","2",820.370563961485
"3769","MS","14","PM46","2",411
"3770","MS","14","PM47","2",296.5
"3771","MS","14","TANZ","2",631.655661832768
"3772","MS","14","ARUA","3",168.5
"3773","MS","14","MASS","3",435.247945593653
"3774","MS","14","MILE","3",780.351070067429
"3775","MS","14","MOMB","3",567.52875
"3776","MS","14","PM30","3",841.9994351878
"3777","MS","14","PM31","3",473.228925619835
"3778","MS","14","PM32","3",617.600343320849
"3779","MS","14","PM33","3",238
"3780","MS","14","PM34","3",272.5
"3781","MS","14","PM35","3",972.807411414661
"3782","MS","14","PM36","3",692.719741645605
"3783","MS","14","PM37","3",408.5
"3784","MS","14","PM38","3",363.100610736098
"3785","MS","14","PM39","3",895.228551336146
"3786","MS","14","PM40","3",410
"3787","MS","14","PM41","3",371
"3788","MS","14","PM42","3",354.5
"3789","MS","14","PM43","3",154
"3790","MS","14","PM44","3",748.419675860108
"3791","MS","14","PM45","3",563.235352532274
"3792","MS","14","PM46","3",507.614906832298
"3793","MS","14","PM47","3",162.5
"3794","MS","14","TANZ","3",613.529631940112
"3795","RO","1","PM30","1",4532
"3796","RO","1","PM31","1",2583
"3797","RO","1","PM32","1",5000
"3798","RO","1","PM33","1",4068
"3799","RO","1","MOMB","1",4063
"3800","RO","1","PM34","1",4384
"3801","RO","1","PM35","1",3356
"3802","RO","1","PM36","1",4326
"3803","RO","1","PM37","1",3289
"3804","RO","1","TANZ","1",5200
"3805","RO","1","PM38","1",3461
"3806","RO","1","PM47","1",3232
"3807","RO","1","PM46","1",5676
"3808","RO","1","MILE","1",3888
"3809","RO","1","PM45","1",3247
"3810","RO","1","PM44","1",2840
"3811","RO","1","PM43","1",2355
"3812","RO","1","PM42","1",5103
"3813","RO","1","MASS","1",2769
"3814","RO","1","PM41","1",5583
"3815","RO","1","PM40","1",4720
"3816","RO","1","PM39","1",3862
"3817","RO","1","ARUA","1",1700
"3818","RO","1","PM39","2",4218
"3819","RO","1","PM33","2",4454
"3820","RO","1","PM41","2",5312
"3821","RO","1","PM37","2",3820
"3822","RO","1","PM45","2",3698
"3823","RO","1","PM36","2",4184
"3824","RO","1","MOMB","2",4195
"3825","RO","1","PM31","2",3296
"3826","RO","1","PM47","2",3726
"3827","RO","1","PM43","2",2322
"3828","RO","1","PM35","2",3840
"3829","RO","1","MASS","2",3142
"3830","RO","1","MILE","2",4457
"3831","RO","1","PM34","2",4944
"3832","RO","1","PM32","2",4395
"3833","RO","1","PM40","2",4677
"3834","RO","1","PM44","2",3026
"3835","RO","1","TANZ","2",5490
"3836","RO","1","PM46","2",5556
"3837","RO","1","PM38","2",4449
"3838","RO","1","PM42","2",5133
"3839","RO","1","PM30","2",3968
"3840","RO","1","ARUA","2",1810
"3841","RO","1","PM39","3",3575
"3842","RO","1","PM35","3",3688
"3843","RO","1","PM30","3",5057
"3844","RO","1","PM44","3",3017
"3845","RO","1","PM36","3",4682
"3846","RO","1","PM31","3",2945
"3847","RO","1","PM47","3",3360
"3848","RO","1","PM43","3",2372
"3849","RO","1","PM38","3",4470
"3850","RO","1","PM40","3",4830
"3851","RO","1","MASS","3",2971
"3852","RO","1","PM41","3",5312
"3853","RO","1","PM34","3",4118
"3854","RO","1","MOMB","3",4520
"3855","RO","1","PM33","3",4465
"3856","RO","1","PM42","3",5368
"3857","RO","1","PM37","3",3651
"3858","RO","1","PM32","3",4332
"3859","RO","1","PM45","3",3511
"3860","RO","1","MILE","3",4064
"3861","RO","1","TANZ","3",5462
"3862","RO","1","PM46","3",5338
"3863","RO","1","ARUA","3",2168
"3864","RO","2","PM30","1",2151
"3865","RO","2","PM31","1",947
"3866","RO","2","PM32","1",1172
"3867","RO","2","PM33","1",1100
"3868","RO","2","MOMB","1",1291
"3869","RO","2","PM34","1",809
"3870","RO","2","PM35","1",893
"3871","RO","2","PM36","1",1834
"3872","RO","2","PM37","1",1255
"3873","RO","2","TANZ","1",1456
"3874","RO","2","PM38","1",1060
"3875","RO","2","PM47","1",1594
"3876","RO","2","PM46","1",2305
"3877","RO","2","MILE","1",1266
"3878","RO","2","PM45","1",1689
"3879","RO","2","PM44","1",1562
"3880","RO","2","PM43","1",2682
"3881","RO","2","PM42","1",2213
"3882","RO","2","MASS","1",1452
"3883","RO","2","PM41","1",2320
"3884","RO","2","PM40","1",2040
"3885","RO","2","PM39","1",1594
"3886","RO","2","ARUA","1",989
"3887","RO","2","PM39","2",2148
"3888","RO","2","PM33","2",3108
"3889","RO","2","PM41","2",3418
"3890","RO","2","PM37","2",4115
"3891","RO","2","PM45","2",2400
"3892","RO","2","PM36","2",2790
"3893","RO","2","MOMB","2",3666
"3894","RO","2","PM31","2",1975
"3895","RO","2","PM47","2",2920
"3896","RO","2","PM43","2",2300
"3897","RO","2","PM35","2",2073
"3898","RO","2","MASS","2",1896
"3899","RO","2","MILE","2",2874
"3900","RO","2","PM34","2",2000
"3901","RO","2","PM32","2",3601
"3902","RO","2","PM40","2",3565
"3903","RO","2","PM44","2",3731
"3904","RO","2","TANZ","2",3510
"3905","RO","2","PM46","2",3968
"3906","RO","2","PM38","2",2366
"3907","RO","2","PM42","2",3390
"3908","RO","2","PM30","2",2964
"3909","RO","2","ARUA","2",1212
"3910","RO","2","PM39","3",1943
"3911","RO","2","PM35","3",2945
"3912","RO","2","PM30","3",1999
"3913","RO","2","PM44","3",2818
"3914","RO","2","PM36","3",4461
"3915","RO","2","PM31","3",2326
"3916","RO","2","PM47","3",4138
"3917","RO","2","PM43","3",2243
"3918","RO","2","PM38","3",3340
"3919","RO","2","PM40","3",2660
"3920","RO","2","MASS","3",2057
"3921","RO","2","PM41","3",2665
"3922","RO","2","PM34","3",2570
"3923","RO","2","MOMB","3",5388
"3924","RO","2","PM33","3",3898
"3925","RO","2","PM42","3",2938
"3926","RO","2","PM37","3",2435
"3927","RO","2","PM32","3",2230
"3928","RO","2","PM45","3",3426
"3929","RO","2","MILE","3",2654
"3930","RO","2","TANZ","3",1570
"3931","RO","2","PM46","3",3522
"3932","RO","2","ARUA","3",1765
"3933","RO","3","PM30","1",4820
"3934","RO","3","PM31","1",1618
"3935","RO","3","PM32","1",5708
"3936","RO","3","PM33","1",4076
"3937","RO","3","MOMB","1",4589
"3938","RO","3","PM34","1",4525
"3939","RO","3","PM35","1",5415
"3940","RO","3","PM36","1",3256
"3941","RO","3","PM37","1",2670
"3942","RO","3","TANZ","1",3250
"3943","RO","3","PM38","1",5214
"3944","RO","3","PM47","1",3478
"3945","RO","3","PM46","1",5831
"3946","RO","3","MILE","1",3308
"3947","RO","3","PM45","1",3755
"3948","RO","3","PM44","1",3172
"3949","RO","3","PM43","1",2483
"3950","RO","3","PM42","1",5700
"3951","RO","3","MASS","1",2884
"3952","RO","3","PM41","1",6387
"3953","RO","3","PM40","1",3746
"3954","RO","3","PM39","1",4400
"3955","RO","3","ARUA","1",2541
"3956","RO","3","PM39","2",4448
"3957","RO","3","PM33","2",5631
"3958","RO","3","PM41","2",6387
"3959","RO","3","PM37","2",3811
"3960","RO","3","PM45","2",3866
"3961","RO","3","PM36","2",3865
"3962","RO","3","MOMB","2",4573
"3963","RO","3","PM31","2",3269
"3964","RO","3","PM47","2",3920
"3965","RO","3","PM43","2",3380
"3966","RO","3","PM35","2",4587
"3967","RO","3","MASS","2",4370
"3968","RO","3","MILE","2",3574
"3969","RO","3","PM34","2",4577
"3970","RO","3","PM32","2",5776
"3971","RO","3","PM40","2",5327
"3972","RO","3","PM44","2",3733
"3973","RO","3","TANZ","2",5292
"3974","RO","3","PM46","2",4614
"3975","RO","3","PM38","2",8572
"3976","RO","3","PM42","2",6431
"3977","RO","3","PM30","2",4151
"3978","RO","3","ARUA","2",2599
"3979","RO","3","PM39","3",5255
"3980","RO","3","PM35","3",5814
"3981","RO","3","PM30","3",4917
"3982","RO","3","PM44","3",4221
"3983","RO","3","PM36","3",4639
"3984","RO","3","PM31","3",3045
"3985","RO","3","PM47","3",4618
"3986","RO","3","PM43","3",3116
"3987","RO","3","PM38","3",7410
"3988","RO","3","PM40","3",5767
"3989","RO","3","MASS","3",2766
"3990","RO","3","PM41","3",5072
"3991","RO","3","PM34","3",3625
"3992","RO","3","MOMB","3",6078
"3993","RO","3","PM33","3",5855
"3994","RO","3","PM42","3",5368
"3995","RO","3","PM37","3",3244
"3996","RO","3","PM32","3",5674
"3997","RO","3","PM45","3",3350
"3998","RO","3","MILE","3",3322
"3999","RO","3","TANZ","3",4958
"4000","RO","3","PM46","3",5946
"4001","RO","3","ARUA","3",2709
"4002","RO","4","PM30","1",760
"4003","RO","4","PM31","1",515
"4004","RO","4","PM32","1",796
"4005","RO","4","PM33","1",267
"4006","RO","4","MOMB","1",283
"4007","RO","4","PM34","1",545
"4008","RO","4","PM35","1",460
"4009","RO","4","PM36","1",433
"4010","RO","4","PM37","1",674
"4011","RO","4","TANZ","1",379
"4012","RO","4","PM38","1",206
"4013","RO","4","PM47","1",630
"4014","RO","4","PM46","1",645
"4015","RO","4","MILE","1",536
"4016","RO","4","PM45","1",600
"4017","RO","4","PM44","1",553
"4018","RO","4","PM43","1",420
"4019","RO","4","PM42","1",470
"4020","RO","4","MASS","1",592
"4021","RO","4","PM41","1",556
"4022","RO","4","PM40","1",808
"4023","RO","4","PM39","1",780
"4024","RO","4","ARUA","1",280
"4025","RO","4","PM39","2",991
"4026","RO","4","PM33","2",1020
"4027","RO","4","PM41","2",966
"4028","RO","4","PM37","2",1120
"4029","RO","4","PM45","2",916
"4030","RO","4","PM36","2",658
"4031","RO","4","MOMB","2",720
"4032","RO","4","PM31","2",950
"4033","RO","4","PM47","2",1188
"4034","RO","4","PM43","2",591
"4035","RO","4","PM35","2",696
"4036","RO","4","MASS","2",1280
"4037","RO","4","MILE","2",696
"4038","RO","4","PM34","2",750
"4039","RO","4","PM32","2",1187
"4040","RO","4","PM40","2",828
"4041","RO","4","PM44","2",518
"4042","RO","4","TANZ","2",762
"4043","RO","4","PM46","2",1224
"4044","RO","4","PM38","2",888
"4045","RO","4","PM42","2",1021
"4046","RO","4","PM30","2",657
"4047","RO","4","ARUA","2",220
"4048","RO","4","PM39","3",760
"4049","RO","4","PM35","3",971
"4050","RO","4","PM30","3",834
"4051","RO","4","PM44","3",494
"4052","RO","4","PM36","3",866
"4053","RO","4","PM31","3",732
"4054","RO","4","PM47","3",750
"4055","RO","4","PM43","3",744
"4056","RO","4","PM38","3",752
"4057","RO","4","PM40","3",1207
"4058","RO","4","MASS","3",894
"4059","RO","4","PM41","3",932
"4060","RO","4","PM34","3",1146
"4061","RO","4","MOMB","3",1098
"4062","RO","4","PM33","3",833
"4063","RO","4","PM42","3",330
"4064","RO","4","PM37","3",504
"4065","RO","4","PM32","3",705
"4066","RO","4","PM45","3",1022
"4067","RO","4","MILE","3",1004
"4068","RO","4","TANZ","3",881
"4069","RO","4","PM46","3",858
"4070","RO","4","ARUA","3",215
"4071","RO","5","PM30","1",2580
"4072","RO","5","PM31","1",1854
"4073","RO","5","PM32","1",3021
"4074","RO","5","PM33","1",2899
"4075","RO","5","MOMB","1",3055
"4076","RO","5","PM34","1",1580
"4077","RO","5","PM35","1",1704
"4078","RO","5","PM36","1",2366
"4079","RO","5","PM37","1",3214
"4080","RO","5","TANZ","1",2588
"4081","RO","5","PM38","1",2897
"4082","RO","5","PM47","1",2388
"4083","RO","5","PM46","1",3761
"4084","RO","5","MILE","1",3654
"4085","RO","5","PM45","1",2904
"4086","RO","5","PM44","1",3655
"4087","RO","5","PM43","1",2998
"4088","RO","5","PM42","1",3508
"4089","RO","5","MASS","1",2055
"4090","RO","5","PM41","1",3007
"4091","RO","5","PM40","1",2980
"4092","RO","5","PM39","1",1988
"4093","RO","5","ARUA","1",965
"4094","RO","5","PM39","2",3500
"4095","RO","5","PM33","2",2977
"4096","RO","5","PM41","2",3650
"4097","RO","5","PM37","2",3821
"4098","RO","5","PM45","2",2908
"4099","RO","5","PM36","2",3099
"4100","RO","5","MOMB","2",3220
"4101","RO","5","PM31","2",2146
"4102","RO","5","PM47","2",2677
"4103","RO","5","PM43","2",3144
"4104","RO","5","PM35","2",3405
"4105","RO","5","MASS","2",3215
"4106","RO","5","MILE","2",3122
"4107","RO","5","PM34","2",2411
"4108","RO","5","PM32","2",3551
"4109","RO","5","PM40","2",3207
"4110","RO","5","PM44","2",3533
"4111","RO","5","TANZ","2",3777
"4112","RO","5","PM46","2",3800
"4113","RO","5","PM38","2",2567
"4114","RO","5","PM42","2",4285
"4115","RO","5","PM30","2",3108
"4116","RO","5","ARUA","2",1255
"4117","RO","5","PM39","3",2988
"4118","RO","5","PM35","3",3259
"4119","RO","5","PM30","3",2564
"4120","RO","5","PM44","3",3233
"4121","RO","5","PM36","3",4005
"4122","RO","5","PM31","3",2244
"4123","RO","5","PM47","3",4399
"4124","RO","5","PM43","3",3143
"4125","RO","5","PM38","3",3205
"4126","RO","5","PM40","3",2541
"4127","RO","5","MASS","3",1988
"4128","RO","5","PM41","3",2433
"4129","RO","5","PM34","3",2893
"4130","RO","5","MOMB","3",4607
"4131","RO","5","PM33","3",3722
"4132","RO","5","PM42","3",2800
"4133","RO","5","PM37","3",2989
"4134","RO","5","PM32","3",2876
"4135","RO","5","PM45","3",3104
"4136","RO","5","MILE","3",3570
"4137","RO","5","TANZ","3",2888
"4138","RO","5","PM46","3",3641
"4139","RO","5","ARUA","3",1055
"4140","RO","6","PM30","1",3242
"4141","RO","6","PM31","1",1244
"4142","RO","6","PM32","1",4021
"4143","RO","6","PM33","1",3245
"4144","RO","6","MOMB","1",3198
"4145","RO","6","PM34","1",3023
"4146","RO","6","PM35","1",4111
"4147","RO","6","PM36","1",2209
"4148","RO","6","PM37","1",2098
"4149","RO","6","TANZ","1",2043
"4150","RO","6","PM38","1",3210
"4151","RO","6","PM47","1",2889
"4152","RO","6","PM46","1",4560
"4153","RO","6","MILE","1",2422
"4154","RO","6","PM45","1",2672
"4155","RO","6","PM44","1",2071
"4156","RO","6","PM43","1",2216
"4157","RO","6","PM42","1",3281
"4158","RO","6","MASS","1",1765
"4159","RO","6","PM41","1",5021
"4160","RO","6","PM40","1",3020
"4161","RO","6","PM39","1",3680
"4162","RO","6","ARUA","1",1377
"4163","RO","6","PM39","2",3011
"4164","RO","6","PM33","2",4876
"4165","RO","6","PM41","2",5234
"4166","RO","6","PM37","2",2408
"4167","RO","6","PM45","2",3111
"4168","RO","6","PM36","2",2970
"4169","RO","6","MOMB","2",4065
"4170","RO","6","PM31","2",2451
"4171","RO","6","PM47","2",3920
"4172","RO","6","PM43","2",2810
"4173","RO","6","PM35","2",4587
"4174","RO","6","MASS","2",3189
"4175","RO","6","MILE","2",3574
"4176","RO","6","PM34","2",3570
"4177","RO","6","PM32","2",4632
"4178","RO","6","PM40","2",4222
"4179","RO","6","PM44","2",3733
"4180","RO","6","TANZ","2",5292
"4181","RO","6","PM46","2",4101
"4182","RO","6","PM38","2",6211
"4183","RO","6","PM42","2",4998
"4184","RO","6","PM30","2",4151
"4185","RO","6","ARUA","2",945
"4186","RO","6","PM39","3",4165
"4187","RO","6","PM35","3",5098
"4188","RO","6","PM30","3",4917
"4189","RO","6","PM44","3",3760
"4190","RO","6","PM36","3",3245
"4191","RO","6","PM31","3",2332
"4192","RO","6","PM47","3",4618
"4193","RO","6","PM43","3",3116
"4194","RO","6","PM38","3",7410
"4195","RO","6","PM40","3",4321
"4196","RO","6","MASS","3",1987
"4197","RO","6","PM41","3",4254
"4198","RO","6","PM34","3",2333
"4199","RO","6","MOMB","3",5204
"4200","RO","6","PM33","3",4577
"4201","RO","6","PM42","3",4111
"4202","RO","6","PM37","3",2810
"4203","RO","6","PM32","3",4011
"4204","RO","6","PM45","3",2777
"4205","RO","6","MILE","3",3322
"4206","RO","6","TANZ","3",4111
"4207","RO","6","PM46","3",2810
"4208","RO","6","ARUA","3",1926
"4209","RO","7","PM30","1",3582
"4210","RO","7","PM31","1",1473
"4211","RO","7","PM32","1",3323
"4212","RO","7","PM33","1",1800
"4213","RO","7","MOMB","1",1960
"4214","RO","7","PM34","1",2771
"4215","RO","7","PM35","1",4049
"4216","RO","7","PM36","1",2564
"4217","RO","7","PM37","1",2880
"4218","RO","7","TANZ","1",2752
"4219","RO","7","PM38","1",1800
"4220","RO","7","PM47","1",1583
"4221","RO","7","PM46","1",3032
"4222","RO","7","MILE","1",2686
"4223","RO","7","PM45","1",1754
"4224","RO","7","PM44","1",1788
"4225","RO","7","PM43","1",1845
"4226","RO","7","PM42","1",2575
"4227","RO","7","MASS","1",3211
"4228","RO","7","PM41","1",3079
"4229","RO","7","PM40","1",4288
"4230","RO","7","PM39","1",3249
"4231","RO","7","ARUA","1",1008
"4232","RO","7","PM39","2",4471
"4233","RO","7","PM33","2",2438
"4234","RO","7","PM41","2",3518
"4235","RO","7","PM37","2",2399
"4236","RO","7","PM45","2",2580
"4237","RO","7","PM36","2",2629
"4238","RO","7","MOMB","2",3038
"4239","RO","7","PM31","2",3278
"4240","RO","7","PM47","2",3873
