local,gen,block,peso,corte
AC,ARUA,1,NA,11
AC,PM39,2,440.30631882087226,11
AC,PM33,2,554.60503379345,11
AC,PM41,2,521.0495136355876,11
AC,PM37,2,457.9335062119345,11
AC,PM45,2,470.701403221524,11
AC,PM36,2,367.9013549453136,11
AC,MOMB,2,631.1372308609286,11
AC,PM31,2,638.5942150652521,11
AC,PM47,2,687.651642608829,11
AC,PM43,2,362.54975217661735,11
AC,PM35,2,463.98129015262185,11
AC,PM30,2,638.6693826246743,11
AC,PM42,2,522.4182721983744,11
AC,PM38,2,526.5445034284741,11
AC,PM46,2,750.4261905020401,11
AC,TANZ,2,660.5318536207009,11
AC,PM44,2,724.7724005339129,11
AC,PM40,2,628.5134331369295,11
AC,PM32,2,898.5966460695978,11
AC,PM34,2,328.6132836114504,11
AC,MILE,2,577.51512490242,11
AC,MASS,2,786.2944029786403,11
AC,ARUA,2,NA,11
AC,PM39,3,537.3690759646329,11
AC,PM35,3,371.9669039032497,11
AC,PM30,3,594.0432591512923,11
AC,PM44,3,637.1366933430324,11
AC,PM36,3,362.29256760092454,11
AC,PM31,3,454.8429967779061,11
AC,PM47,3,621.4642306819719,11
AC,PM43,3,462.4786240359621,11
AC,PM38,3,432.27894202454286,11
AC,PM40,3,496.6411179245457,11
AC,MASS,3,569.591254523945,11
AC,PM46,3,639.7468424845913,11
AC,TANZ,3,639.3599226852026,11
AC,MILE,3,588.7244474712223,11
AC,PM45,3,535.2596120068425,11
AC,PM32,3,888.7593985760764,11
AC,PM37,3,705.0100921940892,11
AC,PM42,3,616.7321535054092,11
AC,PM33,3,563.8744828032337,11
AC,MOMB,3,655.9686566084088,11
AC,PM34,3,468.37388412824885,11
AC,PM41,3,705.485048983627,11
AC,ARUA,3,463.82112420562095,11
AC,PM30,1,727.0351209322064,12
AC,PM31,1,624.047137386155,12
AC,PM32,1,374.5823963179254,12
AC,PM33,1,354.7249747153439,12
AC,MOMB,1,458.0916906991564,12
AC,PM34,1,413.24109925081217,12
AC,PM35,1,287.3271524430583,12
AC,PM36,1,421.8726458103221,12
AC,PM37,1,421.5282945613085,12
AC,TANZ,1,402.4873602050326,12
AC,PM38,1,512.9711640562782,12
AC,PM39,1,493.66990701236193,12
AC,PM40,1,636.0501593110192,12
AC,PM41,1,630.8083190158023,12
AC,MASS,1,766.1896207584831,12
AC,PM42,1,490.0283043646196,12
AC,PM43,1,497.2245656629355,12
AC,PM44,1,613.2204167497066,12
AC,PM45,1,558.3222531315572,12
AC,MILE,1,626.8743037894201,12
AC,PM46,1,698.0155579623699,12
AC,PM47,1,747.7836279013004,12
AC,ARUA,1,286.7343516571488,12
AC,PM39,2,779.7744943109989,12
AC,PM33,2,902.9852399662293,12
AC,PM41,2,822.8531695721078,12
AC,PM37,2,846.844691828777,12
AC,PM45,2,849.5147235959997,12
AC,PM36,2,644.7884646234381,12
AC,MOMB,2,802.3071604209697,12
AC,PM31,2,907.5503627827572,12
AC,PM47,2,854.1346501565982,12
AC,PM43,2,631.1516431924883,12
AC,PM35,2,893.7684115114434,12
AC,PM30,2,878.9759999999999,12
AC,PM42,2,659.1488457553584,12
AC,PM38,2,626.2685421994885,12
AC,PM46,2,835.8141590615494,12
AC,TANZ,2,613.4696418396418,12
AC,PM44,2,747.8784608894514,12
AC,PM40,2,709.9631867843259,12
AC,PM32,2,649.0583760816623,12
AC,PM34,2,718.3771416790892,12
AC,MILE,2,807.5252318264614,12
AC,MASS,2,959.2323030421217,12
AC,ARUA,2,497.99859249724096,12
AC,PM39,3,643.3705606979466,12
AC,PM35,3,552.1221920434575,12
AC,PM30,3,849.493800543341,12
AC,PM44,3,699.0763087623425,12
AC,PM36,3,679.8082199118865,12
AC,PM31,3,912.884632619302,12
AC,PM47,3,673.449494949495,12
AC,PM43,3,620.010341400678,12
AC,PM38,3,636.8357946941243,12
AC,PM40,3,717.5220786294317,12
AC,MASS,3,916.3444605410515,12
AC,PM46,3,662.9615699644069,12
AC,TANZ,3,505.7920095745252,12
AC,MILE,3,641.0939084824302,12
AC,PM45,3,657.7882753012491,12
AC,PM32,3,684.1646834061136,12
AC,PM37,3,808.3426424546024,12
AC,PM42,3,529.9628285423693,12
AC,PM33,3,638.5105277549903,12
AC,MOMB,3,718.3705878662399,12
AC,PM34,3,553.8458351921483,12
AC,PM41,3,668.2985645933013,12
AC,ARUA,3,551.4170504435781,12
AC,PM30,1,2187.2056692910296,13
AC,PM31,1,2591.308333081518,13
AC,PM32,1,2093.5696794491278,13
AC,PM33,1,2181.081462813968,13
AC,MOMB,1,1753.2098800897024,13
AC,PM34,1,2079.8656241856843,13
AC,PM35,1,1697.462244141632,13
AC,PM36,1,2381.9788359066156,13
AC,PM37,1,2032.2422775979358,13
AC,TANZ,1,1900.160445040908,13
AC,PM38,1,2294.337092172359,13
AC,PM39,1,2203.7127205024362,13
AC,PM40,1,2806.998103027515,13
AC,PM41,1,2292.8093005086444,13
AC,MASS,1,2822.5659828490047,13
AC,PM42,1,1742.451104938458,13
AC,PM43,1,1429.5115546933923,13
AC,PM44,1,2303.8505075962566,13
AC,PM45,1,2071.1154909689944,13
AC,MILE,1,1797.7898134258028,13
AC,PM46,1,2150.172561046136,13
AC,PM47,1,2330.113750711047,13
AC,ARUA,1,733.0521518743002,13
AC,PM39,2,2453.730930966183,13
AC,PM33,2,2470.2474534404846,13
AC,PM41,2,2111.2582365521016,13
AC,PM37,2,1860.914061961544,13
AC,PM45,2,2083.521696221069,13
AC,PM36,2,2025.6390406169123,13
AC,MOMB,2,1804.0602085131322,13
AC,PM31,2,2605.6948313215717,13
AC,PM47,2,2420.5993230340405,13
AC,PM43,2,1288.6425333746042,13
AC,PM35,2,2952.905163845427,13
AC,PM30,2,2303.820544193647,13
AC,PM42,2,1747.0267702395183,13
AC,PM38,2,1724.7569012384993,13
AC,PM46,2,2155.577605049855,13
AC,TANZ,2,2331.5805051459884,13
AC,PM44,2,1684.4198761632265,13
AC,PM40,2,3284.387723144378,13
AC,PM32,2,1894.2820013949747,13
AC,PM34,2,2550.958122876253,13
AC,MILE,2,1828.7740986827903,13
AC,MASS,2,3226.461848842692,13
AC,ARUA,2,771.9938158322547,13
AC,PM39,3,1961.5150861674963,13
AC,PM35,3,2170.584075136227,13
AC,PM30,3,2132.2215373717195,13
AC,PM44,3,2070.4140295716047,13
AC,PM36,3,1920.9804244616048,13
AC,PM31,3,2197.576747441752,13
AC,PM47,3,1597.4298006294596,13
AC,PM43,3,1399.4088152834745,13
AC,PM38,3,1398.4260808321246,13
AC,PM40,3,1627.1255716619185,13
AC,MASS,3,2456.0558579361154,13
AC,PM46,3,1700.2240468132725,13
AC,TANZ,3,1188.8471968428328,13
AC,MILE,3,1304.3261100289708,13
AC,PM45,3,1455.0921897562193,13
AC,PM32,3,1746.174241174076,13
AC,PM37,3,1958.6283832039692,13
AC,PM42,3,1376.9065224194692,13
AC,PM33,3,1663.2828095260204,13
AC,MOMB,3,1819.1768178892144,13
AC,PM34,3,1709.058006886461,13
AC,PM41,3,1742.1269188162682,13
AC,ARUA,3,818.7320593783319,13
AC,PM30,1,2366.047071557161,14
AC,PM31,1,2057.475063093378,14
AC,PM32,1,2034.8050326861796,14
AC,PM33,1,1651.9072769953048,14
AC,MOMB,1,1552.6681673728815,14
AC,PM34,1,1659.9215686274513,14
AC,PM35,1,1509.8786511372643,14
AC,PM36,1,1990.9085576866676,14
AC,PM37,1,1490.7891868323522,14
AC,TANZ,1,1635.130407124682,14
AC,PM38,1,1831.2145990375197,14
AC,PM39,1,2429.406088069314,14
AC,PM40,1,2378.666304686636,14
AC,PM41,1,1864.4661802657151,14
AC,MASS,1,2293.0651608400485,14
AC,PM42,1,1322.3319444900103,14
AC,PM43,1,1355.5142583898448,14
AC,PM44,1,1441.3309982486867,14
AC,PM45,1,1845.9743290548424,14
AC,MILE,1,2030.902831303633,14
AC,PM46,1,2187.7545464445166,14
AC,PM47,1,2302.393247820535,14
AC,ARUA,1,580.9624397650009,14
AC,PM39,2,2631.831831831832,14
AC,PM33,2,2551.2467191601045,14
AC,PM41,2,2265.566790846195,14
AC,PM37,2,1531.769696597092,14
AC,PM45,2,1613.4474511191909,14
AC,PM36,2,2018.5464141106588,14
AC,MOMB,2,1764.7369565892911,14
AC,PM31,2,2529.4856891514023,14
AC,PM47,2,1958.3804569102012,14
AC,PM43,2,1753.4887066609126,14
AC,PM35,2,1972.4675844138533,14
AC,PM30,2,1833.783297336213,14
AC,PM42,2,1824.186498300146,14
AC,PM38,2,1851.8434547908232,14
AC,PM46,2,2294.1965928523496,14
AC,TANZ,2,1807.4769433465087,14
AC,PM44,2,1707.726080858589,14
AC,PM40,2,2793.630826271187,14
AC,PM32,2,2183.606942527386,14
AC,PM34,2,1934.206805542464,14
AC,MILE,2,1894.4686568142345,14
AC,MASS,2,2600.296679108048,14
AC,ARUA,2,598.0392156862745,14
AC,PM39,3,2138.1358660656792,14
AC,PM35,3,1807.4855382293765,14
AC,PM30,3,1870.6028005464482,14
AC,PM44,3,1823.5008343366492,14
AC,PM36,3,2010.25,14
AC,PM31,3,2296.730096237971,14
AC,PM47,3,1430.916007117001,14
AC,PM43,3,1257.3082458062156,14
AC,PM38,3,1598.5491970983944,14
AC,PM40,3,1986.8629572554287,14
AC,MASS,3,2529.8596355675745,14
AC,PM46,3,1948.6445520369882,14
AC,TANZ,3,1313.8622307528258,14
AC,MILE,3,1595.7710297112799,14
AC,PM45,3,1373.0483044645034,14
AC,PM32,3,2269.854713662128,14
AC,PM37,3,1717.7544929604876,14
AC,PM42,3,1497.0359022180776,14
AC,PM33,3,1689.6851815590794,14
AC,MOMB,3,1831.7525504383823,14
AC,PM34,3,1683.8023088023083,14
AC,PM41,3,1798.07723857335,14
AC,ARUA,3,809.6394937316297,14
AC,PM30,1,1856.4196814341913,15
AC,PM31,1,1246.725632679008,15
AC,PM32,1,1584.6315306155916,15
AC,PM33,1,1429.9238126114442,15
AC,MOMB,1,1466.9125830762869,15
AC,PM34,1,1423.7733773377338,15
AC,PM35,1,1278.7020051869188,15
AC,PM36,1,1430.591481289878,15
AC,PM37,1,883.5055986218774,15
AC,TANZ,1,1203.8053421148925,15
AC,PM38,1,1556.6993356574358,15
AC,PM39,1,1823.2656291216038,15
AC,PM40,1,2277.2254163887214,15
AC,PM41,1,2117.0164529084077,15
AC,MASS,1,1749.8410354234613,15
AC,PM42,1,1172.9264475743348,15
AC,PM43,1,839.474896361124,15
AC,PM44,1,1111.8721461187215,15
AC,PM45,1,1095.4448729165993,15
AC,MILE,1,1480.7420784764406,15
AC,PM46,1,1722.4798763260305,15
AC,PM47,1,1606.058588548602,15
AC,ARUA,1,368.55803427093434,15
AC,PM39,2,2070.190305807518,15
AC,PM33,2,2394.903250284558,15
AC,PM41,2,1744.4594165269884,15
AC,PM37,2,1218.1481132371887,15
AC,PM45,2,1629.00073295871,15
AC,PM36,2,1570.736913918507,15
AC,MOMB,2,1575.5830442655497,15
AC,PM31,2,1850.157845279951,15
AC,PM47,2,1684.2645502645498,15
AC,PM43,2,834.3548387096773,15
AC,PM35,2,1812.9339576941709,15
AC,PM30,2,1942.9314253177342,15
AC,PM42,2,1606.8360046239884,15
AC,PM38,2,1675.4333730316262,15
AC,PM46,2,1899.8959958398334,15
AC,TANZ,2,1482.6674561622206,15
AC,PM44,2,1552.7445077819766,15
AC,PM40,2,2475.2669213439126,15
AC,PM32,2,2106.2792877225866,15
AC,PM34,2,1538.7242913016112,15
AC,MILE,2,1174.546262216017,15
AC,MASS,2,1897.601446746407,15
AC,ARUA,2,243.94499514727207,15
AC,PM39,3,1312.0603387176968,15
AC,PM35,3,1058.802158465566,15
AC,PM30,3,1157.2003430305429,15
AC,PM44,3,966.0436929205604,15
AC,PM36,3,1363.5197677210904,15
AC,PM31,3,1158.962051414213,15
AC,PM47,3,1002.0470029376834,15
AC,PM43,3,787.2852446175884,15
AC,PM38,3,1109.6488356358716,15
AC,PM40,3,1544.9479901730176,15
AC,MASS,3,1698.1724515971086,15
AC,PM46,3,1157.7803611076201,15
AC,TANZ,3,738.6256501520111,15
AC,MILE,3,1219.6742885342985,15
AC,PM45,3,1139.7737765466297,15
AC,PM32,3,1893.642622809289,15
AC,PM37,3,1339.9712841001312,15
AC,PM42,3,897.4674127502667,15
AC,PM33,3,1006.4796215900992,15
AC,MOMB,3,1193.7633349745613,15
AC,PM34,3,946.1079827757536,15
AC,PM41,3,1056.3573434336838,15
AC,ARUA,3,123.43498710362614,15
AC,PM30,1,3764.6233243150177,16
AC,PM31,1,3235.071410401522,16
AC,PM32,1,2765.4515846610925,16
AC,PM33,1,2602.498622369008,16
AC,MOMB,1,3084.18115582351,16
AC,PM34,1,2452.825482141817,16
AC,PM35,1,2262.818513131404,16
AC,PM36,1,2283.5046139099345,16
AC,PM37,1,2737.2140932659486,16
AC,TANZ,1,2164.00086262,16
AC,PM38,1,2542.23550333116,16
AC,PM39,1,3766.514482216498,16
AC,PM40,1,3839.018283041542,16
AC,PM41,1,3044.700757064536,16
AC,MASS,1,2770.81957541253,16
AC,PM42,1,2489.391658789979,16
AC,PM43,1,1370.8775847237475,16
AC,PM44,1,2524.887870315663,16
AC,PM45,1,2536.8409116209923,16
AC,MILE,1,3378.6707292690962,16
AC,PM46,1,2837.3148277378996,16
AC,PM47,1,2372.874784485793,16
AC,ARUA,1,407.6616239631848,16
AC,PM39,2,2588.635721530105,16
AC,PM33,2,2437.7664549411193,16
AC,PM41,2,2753.5964681376663,16
AC,PM37,2,2784.320779005338,16
AC,PM45,2,2495.1566399844405,16
AC,PM36,2,2159.979385089736,16
AC,MOMB,2,2632.5724784016265,16
AC,PM31,2,3022.919085666432,16
AC,PM47,2,3330.448218162279,16
AC,PM43,2,1548.19197161357,16
AC,PM35,2,2506.861172806152,16
AC,PM30,2,2648.370100507289,16
AC,PM42,2,2965.1344293161396,16
AC,PM38,2,2397.199910316563,16
AC,PM46,2,2376.65643962727,16
AC,TANZ,2,2701.2034402351205,16
AC,PM44,2,2043.9482560892795,16
AC,PM40,2,4208.180510303867,16
AC,PM32,2,3390.4463682331498,16
AC,PM34,2,2737.2771104325116,16
AC,MILE,2,3700.4343626128457,16
AC,MASS,2,3920.470504638267,16
AC,ARUA,2,505.1443131294562,16
AC,PM39,3,1997.8980896186715,16
AC,PM35,3,1974.1979629596403,16
AC,PM30,3,2181.836124999817,16
AC,PM44,3,2368.537063357184,16
AC,PM36,3,4412.206954860909,16
AC,PM31,3,2645.6516030483,16
AC,PM47,3,2296.1035812272216,16
AC,PM43,3,1816.6444981397733,16
AC,PM38,3,2242.791171653702,16
AC,PM40,3,2808.228716567356,16
AC,MASS,3,3021.9305067909486,16
AC,PM46,3,2768.6229873915354,16
AC,TANZ,3,2016.093930746484,16
AC,MILE,3,1826.5460411147149,16
AC,PM45,3,2450.357961651573,16
AC,PM32,3,2620.825216082555,16
AC,PM37,3,3231.960547098277,16
AC,PM42,3,2152.131929774465,16
AC,PM33,3,1800.7423473781719,16
AC,MOMB,3,2892.227502117318,16
AC,PM34,3,2025.9587223124054,16
AC,PM41,3,2625.0502417165076,16
AC,ARUA,3,565.7724403768135,16
AC,PM30,1,993.8306247287063,17
AC,PM31,1,1693.336788571799,17
AC,PM32,1,1519.9362424473347,17
AC,PM33,1,1150.1222113940953,17
AC,MOMB,1,1284.1011711632514,17
AC,PM34,1,1011.7246197351798,17
AC,PM35,1,719.234916427478,17
AC,PM36,1,682.5513939235824,17
AC,PM37,1,1600.6857444283264,17
AC,TANZ,1,959.9793504583982,17
AC,PM38,1,968.4660539516466,17
AC,PM39,1,1571.628522213098,17
AC,PM40,1,1663.191492601918,17
AC,PM41,1,1019.8175249316772,17
AC,MASS,1,2026.9972094230643,17
AC,PM42,1,986.9069620832689,17
AC,PM43,1,769.8552318621778,17
AC,PM44,1,1198.6319990430518,17
AC,PM45,1,1530.6378316236162,17
AC,MILE,1,1020.5400270097276,17
AC,PM46,1,1336.0573808453,17
AC,PM47,1,1320.701287703344,17
AC,ARUA,1,NA,17
AC,PM39,2,1689.5843293504374,17
AC,PM33,2,1055.8140424087758,17
AC,PM41,2,1192.7086969565132,17
AC,PM37,2,1912.4573501661303,17
AC,PM45,2,1641.5284795094353,17
AC,PM36,2,1163.07331944241,17
AC,MOMB,2,1069.8891133306706,17
AC,PM31,2,1985.8058156727452,17
AC,PM47,2,1544.5967318258095,17
AC,PM43,2,1075.0356218499685,17
AC,PM35,2,933.2910453264313,17
AC,PM30,2,958.3382712196217,17
AC,PM42,2,993.8128144216034,17
AC,PM38,2,827.9349676310624,17
AC,PM46,2,1264.4357822410145,17
AC,TANZ,2,976.2671359269289,17
AC,PM44,2,1097.2532842596584,17
AC,PM40,2,1689.0933971451348,17
AC,PM32,2,1567.5442950268025,17
AC,PM34,2,987.9690288423474,17
AC,MILE,2,956.2522183129098,17
AC,MASS,2,2148.3375959079285,17
AC,ARUA,2,NA,17
AC,PM39,3,1266.4872933330334,17
AC,PM35,3,607.5614237491786,17
AC,PM30,3,898.500843137967,17
AC,PM44,3,1195.5248747782668,17
AC,PM36,3,969.4424797773188,17
AC,PM31,3,1515.289567696896,17
AC,PM47,3,1238.6529890483405,17
AC,PM43,3,964.150425358564,17
AC,PM38,3,862.3255126399433,17
AC,PM40,3,1418.6849397341896,17
AC,MASS,3,1883.992491705954,17
AC,PM46,3,1303.08982372076,17
AC,TANZ,3,986.9130700581477,17
AC,MILE,3,1007.0894805014794,17
AC,PM45,3,1432.7551614782217,17
AC,PM32,3,1652.010279577243,17
AC,PM37,3,1869.288762034659,17
AC,PM42,3,954.6490009479984,17
AC,PM33,3,957.3512937762843,17
AC,MOMB,3,1053.0511864223556,17
AC,PM34,3,908.5510145349767,17
AC,PM41,3,1159.725203950193,17
AC,ARUA,3,467.3048202975097,17
DF,ARUA,1,3693.0436515846122,1
DF,MASS,1,2817.8882464871194,1
DF,MILE,1,4526.68496876889,1
DF,MOMB,1,2105.74494949495,1
DF,PM30,1,4627.484259747386,1
DF,PM31,1,2928.36953287712,1
DF,PM32,1,4975.7233938205,1
DF,PM33,1,3488.5398633299005,1
DF,PM34,1,3319.7501845741244,1
DF,PM35,1,3664.631382361473,1
DF,PM36,1,4636.368381307748,1
DF,PM37,1,3676.82625185511,1
DF,PM38,1,4371.04588664064,1
DF,PM39,1,3362.7302814072273,1
DF,PM40,1,4865.861742424241,1
DF,PM41,1,3849.120576393304,1
DF,PM42,1,4453.982634653656,1
DF,PM43,1,6363.344698584078,1
DF,PM44,1,5600.536063465156,1
DF,PM45,1,2788.7780356843223,1
DF,PM46,1,4058.3992450116843,1
DF,PM47,1,3556.399458185477,1
DF,TANZ,1,2743.4983317336255,1
DF,ARUA,2,2446.748864203367,1
DF,MASS,2,2925.3297738693464,1
DF,MILE,2,4278.541638638504,1
DF,MOMB,2,2233.089724120476,1
DF,PM30,2,3142.253596736096,1
DF,PM31,2,3467.232745482256,1
DF,PM32,2,3787.8472148390697,1
DF,PM33,2,3154.0753985993156,1
DF,PM34,2,5461.512540566322,1
DF,PM35,2,5573.610664852229,1
DF,PM36,2,3538.315785710455,1
DF,PM37,2,4842.603588800859,1
DF,PM38,2,3802.0709522754287,1
DF,PM39,2,4024.4563827065726,1
DF,PM40,2,3604.377237313119,1
DF,PM41,2,2904.295570079884,1
DF,PM42,2,3239.6786608112593,1
DF,PM43,2,3040.9361114446974,1
DF,PM44,2,3278.904540649507,1
DF,PM45,2,2150.206675553042,1
DF,PM46,2,3303.1543644728417,1
DF,PM47,2,2825.799234783724,1
DF,TANZ,2,3938.6630266184525,1
DF,ARUA,3,1797.2450477444354,1
DF,MASS,3,2436.4112504653463,1
DF,MILE,3,1845.4891974567179,1
DF,MOMB,3,1905.3845448431864,1
DF,PM30,3,4583.570457292506,1
DF,PM31,3,3126.2997365867172,1
DF,PM32,3,5611.099454469156,1
DF,PM33,3,3351.1259382819007,1
DF,PM34,3,3926.969829971566,1
DF,PM35,3,2675.7185541089752,1
DF,PM36,3,3318.840022553694,1
DF,PM37,3,5805.216724204069,1
DF,PM38,3,3263.195346050135,1
DF,PM39,3,3496.861337045993,1
DF,PM40,3,3694.5100311954434,1
DF,PM41,3,3291.7746542194486,1
DF,PM42,3,3901.269381779464,1
DF,PM43,3,2897.5456621004573,1
DF,PM44,3,3289.6971722246544,1
DF,PM45,3,3797.258264061429,1
DF,PM46,3,2897.5456621004573,1
DF,PM47,3,3289.6971722246544,1
DF,TANZ,3,4016.9432874619665,1
DF,ARUA,1,3494.0569203899654,2
DF,MASS,1,2814.4740873627334,2
DF,MILE,1,2631.4859932207382,2
DF,MOMB,1,2789.4044118092797,2
DF,PM30,1,3035.6049494079225,2
DF,PM31,1,2795.4862155981873,2
DF,PM32,1,2493.193510430891,2
DF,PM33,1,3482.895096658675,2
DF,PM34,1,2795.4862155981873,2
DF,PM35,1,2493.193510430891,2
DF,PM36,1,3419.649574368376,2
DF,PM37,1,3135.0297896501593,2
DF,PM38,1,3282.6565794525527,2
DF,PM39,1,2563.905420991927,2
DF,PM40,1,2994.9818015386973,2
DF,PM41,1,2915.6592357321524,2
DF,PM42,1,3030.042720592069,2
DF,PM43,1,2240.0434783520523,2
DF,PM44,1,2936.494803313344,2
DF,PM45,1,2669.4430897770344,2
DF,PM46,1,2565.812282448669,2
DF,PM47,1,3256.135217810149,2
DF,TANZ,1,3013.259368604415,2
DF,ARUA,2,2774.6189333457405,2
DF,MASS,2,1869.4636380848394,2
DF,MILE,2,2452.089058972087,2
DF,MOMB,2,2724.4057449383527,2
DF,PM30,2,2755.2407331505797,2
DF,PM31,2,1908.6266772845413,2
DF,PM32,2,2749.8075404658503,2
DF,PM33,2,2826.6433439570555,2
DF,PM34,2,2454.63063673484,2
DF,PM35,2,3879.021296533135,2
DF,PM36,2,3472.3236632814437,2
DF,PM37,2,3127.8868100860877,2
DF,PM38,2,3116.9497087537948,2
DF,PM39,2,3110.7813612002515,2
DF,PM40,2,3641.742388983991,2
DF,PM41,2,2794.91668140351,2
DF,PM42,2,1809.483069896653,2
DF,PM43,2,3641.742388983991,2
DF,PM44,2,2794.91668140351,2
DF,PM45,2,1658.771162149968,2
DF,PM46,2,1839.990630456364,2
DF,PM47,2,1723.3229716567826,2
DF,TANZ,2,2437.064663449649,2
DF,ARUA,3,1332.6863795987354,2
DF,MASS,3,2168.8370004490343,2
DF,MILE,3,1468.2273416337382,2
DF,MOMB,3,2052.6577920971267,2
DF,PM30,3,2454.6745767952384,2
DF,PM31,3,2865.641289406725,2
DF,PM32,3,2144.497539565016,2
DF,PM33,3,2926.6950900838947,2
DF,PM34,3,2159.8259458652647,2
DF,PM35,3,3469.8560382221663,2
DF,PM36,3,2810.503639273118,2
DF,PM37,3,2280.5397887790054,2
DF,PM38,3,3031.1808934099954,2
DF,PM39,3,1278.6248365740523,2
DF,PM40,3,2580.4823841887364,2
DF,PM41,3,1596.8114751757728,2
DF,PM42,3,3064.4765163349507,2
DF,PM43,3,2653.821911751413,2
DF,PM44,3,2918.086683305672,2
DF,PM45,3,2556.5612775608424,2
DF,PM46,3,2921.4272441930802,2
DF,PM47,3,3534.062426568496,2
DF,TANZ,3,1937.8804958674036,2
DF,ARUA,1,2128.9955640773965,3
DF,MASS,1,2022.461298050092,3
DF,MILE,1,2109.0716335001653,3
DF,MOMB,1,2350.906270037556,3
DF,PM30,1,2355.444239432084,3
DF,PM31,1,1894.7370294435902,3
DF,PM32,1,2893.838920206698,3
DF,PM33,1,2651.430338312595,3
DF,PM34,1,2932.3194117517223,3
DF,PM35,1,3313.2754299049825,3
DF,PM36,1,3016.8886381645,3
DF,PM37,1,2920.2956380637993,3
DF,PM38,1,2582.970717000689,3
DF,PM39,1,2444.285196757687,3
DF,PM40,1,3460.117599116539,3
DF,PM41,1,2576.366193048716,3
DF,PM42,1,2550.082815395464,3
DF,PM43,1,4080.2569759134617,3
DF,PM44,1,3353.9972349354566,3
DF,PM45,1,2341.813131814123,3
DF,PM46,1,2464.4504375478837,3
DF,PM47,1,2504.1896549388575,3
DF,TANZ,1,2334.318194147347,3
DF,ARUA,2,1636.765592943052,3
DF,MASS,2,1101.912115797171,3
DF,MILE,2,2348.9789205265247,3
DF,MOMB,2,1528.8511165006419,3
DF,PM30,2,1626.3388264986902,3
DF,PM31,2,2061.7757821552723,3
DF,PM32,2,1950.3286221299509,3
DF,PM33,2,1703.9005722503161,3
DF,PM34,2,3032.280375527234,3
DF,PM35,2,3050.7249232556205,3
DF,PM36,2,2849.1711800426724,3
DF,PM37,2,2407.2855527561564,3
DF,PM38,2,2556.155562966573,3
DF,PM39,2,3324.7720666411055,3
DF,PM40,2,2978.0089882764096,3
DF,PM41,2,2228.0817695176233,3
DF,PM42,2,1911.9171803382333,3
DF,PM43,2,1717.6445195607157,3
DF,PM44,2,1417.4272671392403,3
DF,PM45,2,1070.804461079359,3
DF,PM46,2,1172.7006547117885,3
DF,PM47,2,1280.7582638082167,3
DF,TANZ,2,1470.4569211933822,3
DF,ARUA,3,1362.5058547468352,3
DF,MASS,3,2522.880262460367,3
DF,MILE,3,1584.425199626857,3
DF,MOMB,3,2287.0874422021748,3
DF,PM30,3,2988.4143309969454,3
DF,PM31,3,3067.664155910744,3
DF,PM32,3,3142.2583179288986,3
DF,PM33,3,3671.1064227698826,3
DF,PM34,3,2728.708738276038,3
DF,PM35,3,2508.2807158591027,3
DF,PM36,3,2024.9662745355972,3
DF,PM37,3,2982.1014813029046,3
DF,PM38,3,2278.135527620975,3
DF,PM39,3,2027.6340753915572,3
DF,PM40,3,1845.811720976915,3
DF,PM41,3,2219.4607662453113,3
DF,PM42,3,3186.32197722703,3
DF,PM43,3,2734.4161685662243,3
DF,PM44,3,3272.537530637256,3
DF,PM45,3,3554.0304043464635,3
DF,PM46,3,3045.551526021701,3
DF,PM47,3,2522.880262460367,3
DF,TANZ,3,3045.551526021701,3
DF,ARUA,1,218.1429,4
DF,MASS,1,"163236,0",4
DF,MILE,1,222.93213921654288,4
DF,MOMB,1,329.3013760247692,4
DF,PM30,1,208.05383223471637,4
DF,PM31,1,316.6625,4
DF,PM32,1,146.3375,4
DF,PM33,1,482.28448415396065,4
DF,PM34,1,"290396,0",4
DF,PM35,1,386.91949999999997,4
DF,PM36,1,841.2996124204462,4
DF,PM37,1,498.3176,4
DF,PM38,1,794.4474,4
DF,PM39,1,364.85741388510104,4
DF,PM40,1,522.0117,4
DF,PM41,1,366.1944,4
DF,PM42,1,748.382882452283,4
DF,PM43,1,596.2518,4
DF,PM44,1,784.7531999999999,4
DF,PM45,1,302.79457910773573,4
DF,PM46,1,402.80760000000004,4
DF,PM47,1,485.5818,4
DF,TANZ,1,272.93640000000005,4
DF,ARUA,2,360.26370000000003,4
DF,MASS,2,308.56280000000004,4
DF,MILE,2,263.5657326997652,4
DF,MOMB,2,419.59048208680304,4
DF,PM30,2,248.04915390142108,4
DF,PM31,2,101.95200000000001,4
DF,PM32,2,130.2511,4
DF,PM33,2,286.00037432154227,4
DF,PM34,2,477.97259999999994,4
DF,PM35,2,441.49620000000004,4
DF,PM36,2,385.8368354345941,4
DF,PM37,2,312.55620000000005,4
DF,PM38,2,344.37200000000007,4
DF,PM39,2,391.8329637841834,4
DF,PM40,2,570.1425999999999,4
DF,PM41,2,538.83,4
DF,PM42,2,452.9321758776016,4
DF,PM43,2,"232,0",4
DF,PM44,2,396.5813,4
DF,PM45,2,66.00812407680944,4
DF,PM46,2,45.4464,4
DF,PM47,2,93.00210000000001,4
DF,TANZ,2,227.35879999999997,4
DF,ARUA,3,49.5954,4
DF,MASS,3,571.1125,4
DF,MILE,3,72.89843369805156,4
DF,MOMB,3,537.1217051219969,4
DF,PM30,3,638.310914529474,4
DF,PM31,3,679.8572,4
