local,gen,block,peso,corte
DF,PM32,3,"389994,0",4
DF,PM33,3,281.92864587132567,4
DF,PM34,3,679.8572,4
DF,PM35,3,"389994,0",4
DF,PM36,3,377.73795157429464,4
DF,PM37,3,300.48,4
DF,PM38,3,408.9024,4
DF,PM39,3,391.66839160633543,4
DF,PM40,3,566.6788,4
DF,PM41,3,497.78790000000004,4
DF,PM42,3,221.55381624104956,4
DF,PM43,3,"309411,0",4
DF,PM44,3,430.5303,4
DF,PM45,3,430.7279932249972,4
DF,PM46,3,462.98879999999997,4
DF,PM47,3,"378684,0",4
DF,TANZ,3,396.01300000000003,4
DF,ARUA,1,1763.6054421768704,6
DF,MASS,1,1865.5938697318009,6
DF,MILE,1,1633.670520231214,6
DF,MOMB,1,1990.909090909091,6
DF,PM30,1,2165.3414882772686,6
DF,PM31,1,2566.6666666666665,6
DF,PM32,1,2079.450607501321,6
DF,PM33,1,2348.9361702127662,6
DF,PM34,1,1909.4650205761313,6
DF,PM35,1,2569.7701149425293,6
DF,PM36,1,2133.9031339031335,6
DF,PM37,1,2533.008658008658,6
DF,PM38,1,2249.2103075644227,6
DF,PM39,1,2534.6975088967974,6
DF,PM40,1,2548.177083333333,6
DF,PM41,1,2143.7265917603004,6
DF,PM42,1,2045.1271186440677,6
DF,PM43,1,2673.032407407407,6
DF,PM44,1,3196.397569444445,6
DF,PM45,1,1621.9607843137255,6
DF,PM46,1,2324.007936507937,6
DF,PM47,1,2243.558282208589,6
DF,TANZ,1,2497.387238723872,6
DF,ARUA,2,2312.9482071713146,6
DF,MASS,2,2621.8487394957983,6
DF,MILE,2,2365.938864628821,6
DF,MOMB,2,2474.391988555079,6
DF,PM30,2,1253.3748701973,6
DF,PM31,2,1396.8957871396894,6
DF,PM32,2,1447.0534069981586,6
DF,PM33,2,2050.2178649237476,6
DF,PM34,2,2760.416666666667,6
DF,PM35,2,2731.605222734255,6
DF,PM36,2,2617.4168297455967,6
DF,PM37,2,2269.707207207208,6
DF,PM38,2,2242.121212121212,6
DF,PM39,2,2189.29643929644,6
DF,PM40,2,2502.103960396039,6
DF,PM41,2,2323.783117683303,6
DF,PM42,2,1528.1690140845071,6
DF,PM43,2,1188.9596602972401,6
DF,PM44,2,1352.7980535279805,6
DF,PM45,2,1714.6875,6
DF,PM46,2,1548.9130434782608,6
DF,PM47,2,"2034875,0",6
DF,TANZ,2,1434.3137254901965,6
DF,ARUA,3,1243.3734939759038,6
DF,MASS,3,2439.5209580838323,6
DF,MILE,3,1610.8303249097476,6
DF,MOMB,3,1255.2301255230125,6
DF,PM30,3,2817.7589852008455,6
DF,PM31,3,2663.1513647642687,6
DF,PM32,3,2497.085889570552,6
DF,PM33,3,2254.963898916967,6
DF,PM34,3,2035.7142857142856,6
DF,PM35,3,2752.7426160337554,6
DF,PM36,3,2137.121212121212,6
DF,PM37,3,"1900,0",6
DF,PM38,3,2434.9023090586143,6
DF,PM39,3,2084.7222222222226,6
DF,PM40,3,1852.093206951027,6
DF,PM41,3,1794.4306930693074,6
DF,PM42,3,2126.640419947506,6
DF,PM43,3,2197.4110032362455,6
DF,PM44,3,2446.2386511024642,6
DF,PM45,3,1822.5614927905006,6
DF,PM46,3,2284.722222222222,6
DF,PM47,3,1835.3381208856972,6
DF,TANZ,3,2468.701550387597,6
DF,ARUA,1,2396.0332693538066,7
DF,MASS,1,3578.3221194280904,7
DF,MILE,1,3413.627992633518,7
DF,MOMB,1,2711.389684813754,7
DF,PM30,1,3550.8752327746733,7
DF,PM31,1,3028.538011695907,7
DF,PM32,1,3025.484764542936,7
DF,PM33,1,3019.5614035087724,7
DF,PM34,1,3264.9526387009473,7
DF,PM35,1,3153.450292397661,7
DF,PM36,1,3052.0169851380037,7
DF,PM37,1,3226.6540642722125,7
DF,PM38,1,3475.14367816092,7
DF,PM39,1,3502.409638554217,7
DF,PM40,1,3722.6600985221676,7
DF,PM41,1,3523.9239239239237,7
DF,PM42,1,3061.8972746331247,7
DF,PM43,1,2977.0215241419437,7
DF,PM44,1,3150.6027253668763,7
DF,PM45,1,3181.7444219066942,7
DF,PM46,1,4059.0405904059044,7
DF,PM47,1,3730.5278700627537,7
DF,TANZ,1,3252.411652340019,7
DF,ARUA,2,2507.838541666666,7
DF,MASS,2,3273.2044198895032,7
DF,MILE,2,3223.4756097560976,7
DF,MOMB,2,2824.479166666667,7
DF,PM30,2,3314.6357188910374,7
DF,PM31,2,2974.666666666668,7
DF,PM32,2,3209.876543209877,7
DF,PM33,2,3614.3730886850144,7
DF,PM34,2,3334.1049382716046,7
DF,PM35,2,3066.1946902654863,7
DF,PM36,2,3591.7637271214644,7
DF,PM37,2,2920.0902934537244,7
DF,PM38,2,3169.8165137614687,7
DF,PM39,2,3540.5874499332444,7
DF,PM40,2,3512.6579778830956,7
DF,PM41,2,3267.7804295942715,7
DF,PM42,2,2701.614370168258,7
DF,PM43,2,2901.172839506173,7
DF,PM44,2,3299.8870056497176,7
DF,PM45,2,"2750,0",7
DF,PM46,2,3516.1711006781434,7
DF,PM47,2,2807.02045328911,7
DF,TANZ,2,2976.4392839864536,7
DF,ARUA,3,1854.4217687074831,7
DF,MASS,3,2827.553444180523,7
DF,MILE,3,3192.6100628930812,7
DF,MOMB,3,2612.5,7
DF,PM30,3,2724.348958333333,7
DF,PM31,3,3523.158694001518,7
DF,PM32,3,2810.45311799013,7
DF,PM33,3,2608.7515299877596,7
DF,PM34,3,3600.823045267489,7
DF,PM35,3,3099.3674367436747,7
DF,PM36,3,2857.604832977967,7
DF,PM37,3,2880.895915678524,7
DF,PM38,3,2780.189620758483,7
DF,PM39,3,3390.909090909091,7
DF,PM40,3,3269.113149847095,7
DF,PM41,3,3021.3350785340317,7
DF,PM42,3,3145.8167330677297,7
DF,PM43,3,2740.021231422505,7
DF,PM44,3,3276.666666666666,7
DF,PM45,3,2371.859296482412,7
DF,PM46,3,2947.012138188609,7
DF,PM47,3,3214.562410329986,7
DF,TANZ,3,3087.962962962963,7
DF,ARUA,1,1662.4222148579481,8
DF,MASS,1,4670.713887911831,8
DF,MILE,1,3517.427713494344,8
DF,MOMB,1,3262.987716335807,8
DF,PM30,1,3492.667282709137,8
DF,PM31,1,3685.4483057974553,8
DF,PM32,1,3749.5852636223253,8
DF,PM33,1,3219.020629146676,8
DF,PM34,1,3681.119479952422,8
DF,PM35,1,3373.4663597938734,8
DF,PM36,1,3469.3574090800544,8
DF,PM37,1,4057.8794859864347,8
DF,PM38,1,3456.2681886180735,8
DF,PM39,1,3802.354631191056,8
DF,PM40,1,4557.346856325973,8
DF,PM41,1,4049.6265723270435,8
DF,PM42,1,3254.2940320232897,8
DF,PM43,1,2254.2222037675256,8
DF,PM44,1,3193.498746292137,8
DF,PM45,1,3596.3271678441956,8
DF,PM46,1,3870.1540784785648,8
DF,PM47,1,3968.639262529806,8
DF,TANZ,1,3743.450187120135,8
DF,ARUA,2,1758.9778820375336,8
DF,MASS,2,4062.6126954451884,8
DF,MILE,2,4007.9823488704988,8
DF,MOMB,2,3334.4731001897126,8
DF,PM30,2,2651.5745024710154,8
DF,PM31,2,4064.977620082989,8
DF,PM32,2,3599.852638473053,8
DF,PM33,2,3612.696370496306,8
DF,PM34,2,4054.88571128051,8
DF,PM35,2,3517.589887305469,8
DF,PM36,2,3739.0813131238892,8
DF,PM37,2,4259.327577011737,8
DF,PM38,2,3745.906938086255,8
DF,PM39,2,3607.714042891359,8
DF,PM40,2,4159.113551340613,8
DF,PM41,2,3947.4634877044086,8
DF,PM42,2,2635.716407390627,8
DF,PM43,2,2453.026819923372,8
DF,PM44,2,3638.989629933182,8
DF,PM45,2,3727.7257039992664,8
DF,PM46,2,3807.200750502649,8
DF,PM47,2,3297.4795312249166,8
DF,TANZ,2,3002.215230512392,8
DF,ARUA,3,1859.2533877560936,8
DF,MASS,3,5060.6469148246815,8
DF,MILE,3,4012.5889445249713,8
DF,MOMB,3,3617.781014195904,8
DF,PM30,3,3516.522066835434,8
DF,PM31,3,4254.65367671669,8
DF,PM32,3,3220.5103200442286,8
DF,PM33,3,3120.63301552956,8
DF,PM34,3,3958.8472825885055,8
DF,PM35,3,3460.654205150042,8
DF,PM36,3,3460.5770627781963,8
DF,PM37,3,3915.7247091893178,8
DF,PM38,3,3344.122974826052,8
DF,PM39,3,4008.644670871744,8
DF,PM40,3,4032.709725814216,8
DF,PM41,3,3391.4188341960585,8
DF,PM42,3,3087.438876152692,8
DF,PM43,3,2733.529579337195,8
DF,PM44,3,3480.526146936156,8
DF,PM45,3,3272.6467372397,8
DF,PM46,3,3607.7348066298337,8
DF,PM47,3,3627.568250705319,8
DF,TANZ,3,3488.081354667164,8
DF,ARUA,1,837.9858259040366,9
DF,MASS,1,2689.670905011218,9
DF,MILE,1,1802.9071795127297,9
DF,MOMB,1,1846.9205292330923,9
DF,PM30,1,1885.9759332160702,9
DF,PM31,1,2716.923083125701,9
DF,PM32,1,1940.9246410027156,9
DF,PM33,1,1960.2111232831799,9
DF,PM34,1,1767.9759293156524,9
DF,PM35,1,1720.6498350700138,9
DF,PM36,1,1634.0981647192039,9
DF,PM37,1,1626.6754599691014,9
DF,PM38,1,1427.389600429944,9
DF,PM39,1,1791.5313622877252,9
DF,PM40,1,2142.502861503243,9
DF,PM41,1,1848.4593215487723,9
DF,PM42,1,1434.9586487769534,9
DF,PM43,1,789.8816832235741,9
DF,PM44,1,1306.3998996245573,9
DF,PM45,1,1590.634257192712,9
DF,PM46,1,2176.147836647393,9
DF,PM47,1,2110.000604266119,9
DF,TANZ,1,1657.0571257835245,9
DF,ARUA,2,888.2184782608696,9
DF,MASS,2,2606.947368421053,9
DF,MILE,2,2243.249693502248,9
DF,MOMB,2,1867.8106410100768,9
DF,PM30,2,1781.3479729729731,9
DF,PM31,2,2320.621628757874,9
DF,PM32,2,2269.9542450432136,9
DF,PM33,2,2052.036585365854,9
DF,PM34,2,2040.354638994189,9
DF,PM35,2,2107.316114790287,9
DF,PM36,2,2316.530384871726,9
DF,PM37,2,1815.4769101595302,9
DF,PM38,2,1409.8473895582326,9
DF,PM39,2,2093.251433866806,9
DF,PM40,2,2149.956920386301,9
DF,PM41,2,2025.6472663139327,9
DF,PM42,2,1519.4803954343565,9
DF,PM43,2,757.8322234607067,9
DF,PM44,2,1124.607642931211,9
DF,PM45,2,1428.645833333333,9
DF,PM46,2,1909.9207137418477,9
DF,PM47,2,1899.641529415414,9
DF,TANZ,2,1662.805920004634,9
DF,ARUA,3,976.3157894736843,9
DF,MASS,3,2411.1090629800306,9
DF,MILE,3,2460.013300083125,9
DF,MOMB,3,2284.949113779303,9
DF,PM30,3,1701.9707379134866,9
DF,PM31,3,2275.2829688535453,9
DF,PM32,3,1985.181434599156,9
DF,PM33,3,2035.4752402069475,9
DF,PM34,3,2423.9812206572765,9
DF,PM35,3,2033.4065934065936,9
DF,PM36,3,1749.8342579750345,9
DF,PM37,3,1985.0982510288065,9
DF,PM38,3,1483.2661772702552,9
DF,PM39,3,2315.356049382716,9
DF,PM40,3,1959.9895949043153,9
DF,PM41,3,2021.6495828367104,9
DF,PM42,3,1499.9264622373646,9
DF,PM43,3,652.0600118835413,9
DF,PM44,3,1441.3638676844785,9
DF,PM45,3,1614.7124010554087,9
DF,PM46,3,1614.4098768180465,9
DF,PM47,3,2200.4293520686965,9
DF,TANZ,3,1725.0102249488755,9
DF,ARUA,1,1294.1147286821704,10
DF,MASS,1,2605.2847571189277,10
DF,MILE,1,2417.8463329452848,10
DF,MOMB,1,2930.5511695906434,10
DF,PM30,1,2632.926277372263,10
DF,PM31,1,2865.6769596199524,10
DF,PM32,1,2216.2394487510765,10
DF,PM33,1,2259.6450656501474,10
DF,PM34,1,3226.801294498382,10
DF,PM35,1,2351.213292117465,10
DF,PM36,1,2487.050505050505,10
DF,PM37,1,1708.0469061876242,10
DF,PM38,1,2072.6950092421444,10
DF,PM39,1,1905.9904761904766,10
DF,PM40,1,3426.884488448845,10
DF,PM41,1,2349.9122807017543,10
DF,PM42,1,2689.11679197995,10
DF,PM43,1,1080.9301075268816,10
DF,PM44,1,1488.938271604938,10
DF,PM45,1,2511.205851619645,10
DF,PM46,1,3331.324675324676,10
DF,PM47,1,2487.0800821355238,10
DF,TANZ,1,2648.3092436974794,10
DF,ARUA,2,1337.6682027649772,10
DF,MASS,2,2823.3233532934137,10
DF,MILE,2,3561.950209643606,10
DF,MOMB,2,2805.116504854369,10
DF,PM30,2,1790.294025157233,10
DF,PM31,2,1953.1202983138783,10
DF,PM32,2,2739.1398759165254,10
DF,PM33,2,2926.917869034406,10
DF,PM34,2,2928.024024024024,10
DF,PM35,2,2589.9778296382733,10
DF,PM36,2,2658.7945125510796,10
DF,PM37,2,1946.35,10
DF,PM38,2,1642.618045112782,10
DF,PM39,2,2086.167993630573,10
DF,PM40,2,1045.7079207920792,10
DF,PM41,2,2258.0660377358486,10
DF,PM42,2,2269.480099502488,10
DF,PM43,2,1349.5873015873015,10
DF,PM44,2,1587.009244154432,10
DF,PM45,2,1676.592705167173,10
DF,PM46,2,3159.3461345381515,10
DF,PM47,2,2272.639573070608,10
DF,TANZ,2,2403.228456913827,10
DF,ARUA,3,1284.9084507042253,10
DF,MASS,3,2964.7921492921487,10
DF,MILE,3,3296.8259629101285,10
DF,MOMB,3,2817.715463917526,10
DF,PM30,3,2099.189024390244,10
DF,PM31,3,2713.4190476190474,10
DF,PM32,3,2429.476943346508,10
DF,PM33,3,2621.515447154472,10
DF,PM34,3,3627.150837988827,10
DF,PM35,3,2575.0303234501353,10
DF,PM36,3,2230.1909871244634,10
DF,PM37,3,1506.733644859813,10
DF,PM38,3,1542.7301432291665,10
DF,PM39,3,2366.944827586208,10
DF,PM40,3,2381.176567656766,10
DF,PM41,3,2636.2115280043495,10
DF,PM42,3,2046.7044534412953,10
DF,PM43,3,1458.1506849315067,10
DF,PM44,3,1697.7736486486488,10
DF,PM45,3,2097.523545706372,10
DF,PM46,3,2575.267708333333,10
DF,PM47,3,2597.2833333333333,10
DF,TANZ,3,2510.779122541603,10
DF,ARUA,1,454.22535211267603,11
DF,MASS,1,698.0113636363635,11
DF,MILE,1,1040.7333333333333,11
DF,MOMB,1,1249.209621993127,11
DF,PM30,1,916.4518900343643,11
DF,PM31,1,935.8533791523483,11
DF,PM32,1,1309.278350515464,11
DF,PM33,1,1099.298245614035,11
DF,PM34,1,1082.6271186440677,11
DF,PM35,1,740.66985645933,11
DF,PM36,1,1030.576923076923,11
DF,PM37,1,811.4978902953586,11
DF,PM38,1,961.849710982659,11
DF,PM39,1,823.8970588235296,11
DF,PM40,1,1162.6934984520124,11
DF,PM41,1,1393.9306358381498,11
DF,PM42,1,1195.992714025501,11
DF,PM43,1,577.8186274509803,11
DF,PM44,1,686.5036231884059,11
DF,PM45,1,921.7241379310343,11
DF,PM46,1,2092.569002123142,11
DF,PM47,1,1058.5858585858587,11
DF,TANZ,1,1242.0785804816223,11
DF,ARUA,2,531.2893081761006,11
DF,MASS,2,839.090909090909,11
DF,MILE,2,1093.5422602089268,11
DF,MOMB,2,1382.1379781420765,11
DF,PM30,2,921.1165048543688,11
DF,PM31,2,718.6666666666667,11
DF,PM32,2,1444.7447447447446,11
DF,PM33,2,1035.6559949780287,11
DF,PM34,2,1511.2094395280233,11
DF,PM35,2,804.0845070422533,11
DF,PM36,2,1193.9571150097465,11
DF,PM37,2,913.1851851851852,11
DF,PM38,2,994.6859903381644,11
DF,PM39,2,1047.2760849492154,11
DF,PM40,2,1269.9799196787149,11
DF,PM41,2,1502.3255813953483,11
DF,PM42,2,896.2848297213624,11
DF,PM43,2,702.6431718061672,11
DF,PM44,2,721.3438735177864,11
DF,PM45,2,656.4885496183207,11
DF,PM46,2,2044.27374301676,11
DF,PM47,2,1271.1111111111109,11
DF,TANZ,2,1146.1477987421383,11
DF,ARUA,3,535.1239669421489,11
DF,MASS,3,996.1538461538464,11
DF,MILE,3,936.3799283154123,11
DF,MOMB,3,1271.3804713804711,11
DF,PM30,3,622.2222222222223,11
DF,PM31,3,1047.826086956522,11
DF,PM32,3,1128.2882882882882,11
DF,PM33,3,1167.056074766355,11
DF,PM34,3,1503.9579468150896,11
DF,PM35,3,821.3541666666665,11
DF,PM36,3,906.0402684563758,11
DF,PM37,3,750.515463917526,11
DF,PM38,3,847.5783475783476,11
DF,PM39,3,853.211009174312,11
DF,PM40,3,1033.433133732535,11
DF,PM41,3,1165.0943396226417,11
DF,PM42,3,1013.5451505016721,11
DF,PM43,3,697.7049180327868,11
DF,PM44,3,1030.3703703703704,11
DF,PM45,3,846.4125560538117,11
DF,PM46,3,1257.478632478633,11
DF,PM47,3,1505.1020408163263,11
DF,TANZ,3,872.7707006369425,11
DF,ARUA,1,44.30609597924772,12
DF,MASS,1,92.8242506811989,12
DF,MILE,1,116.50574712643676,12
DF,MOMB,1,114.05423594615995,12
DF,PM30,1,125.70187393526406,12
DF,PM31,1,122.53796095444686,12
DF,PM32,1,96.31912681912684,12
DF,PM33,1,110.81610337972165,12
DF,PM34,1,131.9506172839506,12
DF,PM35,1,83.46068796068796,12
DF,PM36,1,104.77672955974843,12
DF,PM37,1,98.21,12
DF,PM38,1,52.67326732673268,12
DF,PM39,1,116.30886850152905,12
DF,PM40,1,132.78081232492997,12
DF,PM41,1,88.5,12
DF,PM42,1,64.20689655172414,12
DF,PM43,1,63.88571428571429,12
DF,PM44,1,93.98830409356724,12
DF,PM45,1,115.40632603406324,12
DF,PM46,1,"156,0",12
DF,PM47,1,117.99548678272079,12
DF,TANZ,1,73.87179487179486,12
DF,ARUA,2,27.542443064182194,12
DF,MASS,2,81.32327919566897,12
DF,MILE,2,113.46202531645567,12
DF,MOMB,2,101.35456110154905,12
DF,PM30,2,97.78873239436619,12
DF,PM31,2,85.73841059602648,12
DF,PM32,2,78.19588550983899,12
DF,PM33,2,105.98502700049094,12
DF,PM34,2,107.60236220472439,12
DF,PM35,2,60.27577125658391,12
DF,PM36,2,102.87878787878788,12
DF,PM37,2,66.47844827586208,12
DF,PM38,2,50.61437908496732,12
DF,PM39,2,133.98194945848374,12
DF,PM40,2,99.63963963963964,12
DF,PM41,2,79.16071428571429,12
DF,PM42,2,35.36610486891386,12
DF,PM43,2,49.526881720430104,12
DF,PM44,2,75.59528487229863,12
DF,PM45,2,83.28371501272264,12
DF,PM46,2,120.5083179297597,12
DF,PM47,2,85.94545454545455,12
DF,TANZ,2,65.95956454121306,12
DF,ARUA,3,33.80416666666667,12
DF,MASS,3,88.8622974963181,12
DF,MILE,3,105.3082191780822,12
DF,MOMB,3,114.96819338422391,12
DF,PM30,3,93.40836012861736,12
DF,PM31,3,93.54269175108539,12
DF,PM32,3,68.6842105263158,12
DF,PM33,3,103.96436058700209,12
DF,PM34,3,188.02791964589719,12
DF,PM35,3,64.73370577281193,12
DF,PM36,3,88.26252319109464,12
DF,PM37,3,73.74213406292749,12
DF,PM38,3,42.9110275689223,12
DF,PM39,3,129.03951890034367,12
DF,PM40,3,118.91542288557211,12
DF,PM41,3,72.79800142755174,12
DF,PM42,3,45.53693358162632,12
DF,PM43,3,46.22107969151671,12
DF,PM44,3,95.23013415892672,12
DF,PM45,3,89.30434782608695,12
DF,PM46,3,106.42426243945397,12
DF,PM47,3,97.97845468053492,12
DF,TANZ,3,39.39130434782609,12
RJ,PM30,1,1016.7087373864006,3
RJ,PM30,2,1204.0300949072498,3
RJ,PM30,3,1010.8207668146243,3
RJ,PM31,1,1535.74833077949,3
RJ,PM31,2,1347.8408578193198,3
RJ,PM31,3,1386.0028907015305,3
RJ,PM32,1,1334.2238536655377,3
RJ,PM32,2,1359.7632992810366,3
RJ,PM32,3,1236.0493903263118,3
RJ,PM33,1,1031.4438626968054,3
RJ,PM33,2,1332.6632470516865,3
RJ,PM33,3,1119.460609242538,3
RJ,PM34,1,1072.2195547552362,3
RJ,PM34,2,1114.647694129801,3
RJ,PM34,3,1252.2340800220002,3
RJ,PM35,1,1277.5120257789983,3
RJ,PM35,2,1279.1043947354847,3
RJ,PM35,3,1115.4893731231728,3
RJ,PM36,1,1174.011418542962,3
RJ,PM36,2,1001.5584023102089,3
RJ,PM36,3,1582.1264138551794,3
RJ,PM37,1,975.1863592009867,3
RJ,PM37,2,877.7194383723358,3
RJ,PM37,3,1164.244915067395,3
RJ,PM38,1,943.1203026582066,3
RJ,PM38,2,1240.9645200619593,3
RJ,PM38,3,967.5898078767327,3
RJ,PM39,1,1477.9486413849475,3
RJ,PM39,2,1359.762897042086,3
RJ,PM39,3,1583.0730697540484,3
RJ,PM40,1,1395.7971890226197,3
RJ,PM40,2,1504.336312517496,3
RJ,PM40,3,1673.5908976508015,3
RJ,PM41,1,1451.7176896988333,3
RJ,PM41,2,1386.0014491856484,3
RJ,PM41,3,1513.4749141310417,3
RJ,PM42,1,1289.1816352940637,3
RJ,PM42,2,998.2279069363559,3
RJ,PM42,3,1191.64581796653,3
RJ,PM43,1,868.628435023712,3
RJ,PM43,2,921.2994925178216,3
RJ,PM43,3,1331.7008242075603,3
RJ,PM44,1,1102.2200474945037,3
RJ,PM44,2,1308.5622332041676,3
RJ,PM44,3,1283.3070927988804,3
RJ,PM45,1,895.1949083170027,3
RJ,PM45,2,1156.4019324753378,3
RJ,PM45,3,1224.0121115537684,3
RJ,PM46,1,806.3242934763732,3
RJ,PM46,2,1312.7730455408002,3
RJ,PM46,3,1073.8839748489797,3
RJ,PM47,1,848.3524791163735,3
RJ,PM47,2,1289.0617583925277,3
RJ,PM47,3,1134.705916557189,3
RJ,MOMB,1,1008.8261920063836,3
RJ,MOMB,2,858.4564595605008,3
RJ,MOMB,3,1338.578747785447,3
RJ,TANZ,1,1101.3155699744,3
RJ,TANZ,2,1069.7211471513535,3
RJ,TANZ,3,1227.150855174704,3
RJ,MASS,1,1344.255805162899,3
RJ,MASS,2,1496.9424058073605,3
RJ,MASS,3,1796.6878928650187,3
RJ,MILE,1,922.5266425852365,3
RJ,MILE,2,1027.10479764787,3
RJ,MILE,3,1145.2750443986288,3
RJ,ARUA,1,675.5618044351261,3
RJ,ARUA,2,696.1439158728067,3
RJ,ARUA,3,641.2866010662956,3
RJ,PM30,1,2943.5023007379264,4
RJ,PM30,2,2180.1507663569882,4
RJ,PM30,3,2924.6894196071953,4
RJ,PM31,1,3051.6286029706494,4
RJ,PM31,2,2899.090538243527,4
RJ,PM31,3,3101.1670313639675,4
RJ,PM32,1,2775.4038043735736,4
RJ,PM32,2,2527.92465351377,4
RJ,PM32,3,2687.3617698253,4
RJ,PM33,1,2538.9862164336496,4
RJ,PM33,2,2502.8825021132716,4
RJ,PM33,3,1942.9932251154553,4
RJ,PM34,1,2417.2144882744788,4
RJ,PM34,2,2796.1635948123776,4
RJ,PM34,3,1768.674184355676,4
RJ,PM35,1,3218.689263007194,4
RJ,PM35,2,2356.680461907027,4
RJ,PM35,3,2577.5484815221366,4
RJ,PM36,1,2729.5320631343106,4
RJ,PM36,2,1661.3014532651384,4
RJ,PM36,3,3875.8421085042187,4
RJ,PM37,1,2120.22895367286,4
RJ,PM37,2,2181.4029528848005,4
RJ,PM37,3,2720.2881497751277,4
RJ,PM38,1,2559.2977444141743,4
RJ,PM38,2,3053.28515814858,4
RJ,PM38,3,2337.2657484759543,4
RJ,PM39,1,2987.4595791428583,4
RJ,PM39,2,3120.8938368078275,4
RJ,PM39,3,2781.0301872690275,4
RJ,PM40,1,3348.947565623038,4
RJ,PM40,2,3074.2331333620314,4
RJ,PM40,3,3726.8035054221436,4
RJ,PM41,1,2440.8519550283013,4
RJ,PM41,2,2427.59368930763,4
RJ,PM41,3,2897.101044286438,4
RJ,PM42,1,2943.808328122764,4
RJ,PM42,2,1533.4657128685167,4
RJ,PM42,3,3300.1406667604438,4
RJ,PM43,1,3090.109804646556,4
RJ,PM43,2,3009.4818011404523,4
RJ,PM43,3,2632.2569305389725,4
RJ,PM44,1,2413.5092752244486,4
RJ,PM44,2,1963.480047777369,4
RJ,PM44,3,1579.5999466398835,4
RJ,PM45,1,1987.0968383590914,4
RJ,PM45,2,2231.781791647755,4
RJ,PM45,3,2954.4326241134745,4
RJ,PM46,1,2264.8885328392284,4
RJ,PM46,2,2108.304812512471,4
RJ,PM46,3,1749.0733876945876,4
RJ,PM47,1,2627.8355806044624,4
RJ,PM47,2,2781.019307008904,4
RJ,PM47,3,2602.87710316508,4
RJ,MOMB,1,2344.858048823122,4
RJ,MOMB,2,1555.552155856763,4
RJ,MOMB,3,2364.175359003837,4
RJ,TANZ,1,2236.816917491023,4
RJ,TANZ,2,2153.1755132256544,4
RJ,TANZ,3,1834.2222880707209,4
RJ,MASS,1,3563.9698412294774,4
RJ,MASS,2,2529.0183491947646,4
RJ,MASS,3,3228.4113152743575,4
RJ,MILE,1,2312.6893879294967,4
RJ,MILE,2,2198.394176471196,4
RJ,MILE,3,2454.516996423079,4
RJ,ARUA,1,2074.9320892795413,4
RJ,ARUA,2,2574.2542041004385,4
RJ,ARUA,3,1688.2729315058511,4
RJ,PM30,1,925.8142315371231,5
RJ,PM30,2,1551.921317127268,5
RJ,PM30,3,1249.5010736390045,5
RJ,PM31,1,564.3167091103694,5
RJ,PM31,2,1395.98242216061,5
RJ,PM31,3,1917.5942756674206,5
RJ,PM32,1,948.6251331943648,5
RJ,PM32,2,1240.2745927756018,5
RJ,PM32,3,2180.3768656819784,5
RJ,PM33,1,978.3268873468099,5
RJ,PM33,2,1241.4411344088235,5
RJ,PM33,3,983.0737509920907,5
RJ,PM34,1,1549.0011935883074,5
RJ,PM34,2,1199.971193071469,5
RJ,PM34,3,2208.419215543228,5
RJ,PM35,1,793.7625549123047,5
RJ,PM35,2,872.9655986599291,5
RJ,PM35,3,2291.6960549207693,5
RJ,PM36,1,1396.4518800378853,5
RJ,PM36,2,1015.973388920001,5
RJ,PM36,3,1946.9579434977356,5
RJ,PM37,1,1131.5415118972348,5
RJ,PM37,2,961.3360956280108,5
RJ,PM37,3,1607.745806800331,5
RJ,PM38,1,1332.9013787841143,5
RJ,PM38,2,1580.6900334563957,5
RJ,PM38,3,1537.6254042663427,5
RJ,PM39,1,1301.004426950367,5
RJ,PM39,2,1684.364400895022,5
RJ,PM39,3,1647.7302687834906,5
RJ,PM40,1,1561.855302970764,5
RJ,PM40,2,1654.1607469048101,5
RJ,PM40,3,1598.406456894852,5
RJ,PM41,1,1181.2260704088005,5
RJ,PM41,2,1319.9811208637122,5
RJ,PM41,3,1830.4465653352183,5
RJ,PM42,1,1166.7632583709117,5
RJ,PM42,2,655.4967750248762,5
RJ,PM42,3,2156.959223404539,5
RJ,PM43,1,1144.7084467651018,5
RJ,PM43,2,1165.9857648181023,5
RJ,PM43,3,1997.1932028771555,5
RJ,PM44,1,721.6679638649465,5
RJ,PM44,2,762.370809688722,5
RJ,PM44,3,1352.5083509858239,5
RJ,PM45,1,1324.4378075346701,5
RJ,PM45,2,1244.3884609298027,5
RJ,PM45,3,1830.7128285820183,5
RJ,PM46,1,1274.1047772386103,5
RJ,PM46,2,1544.570913546563,5
RJ,PM46,3,1172.967592133971,5
RJ,PM47,1,882.4889953644192,5
RJ,PM47,2,1439.2461599932897,5
RJ,PM47,3,1452.326019763938,5
RJ,MOMB,1,1180.8660374234141,5
RJ,MOMB,2,395.4545700276251,5
RJ,MOMB,3,2225.972299533315,5
RJ,TANZ,1,1074.0575207838772,5
RJ,TANZ,2,1162.7216136117065,5
RJ,TANZ,3,1600.8640522346261,5
RJ,MASS,1,1476.9126441541812,5
RJ,MASS,2,1103.112763177513,5
RJ,MASS,3,1179.7871151469762,5
RJ,MILE,1,758.4099934760429,5
RJ,MILE,2,1509.3893137328234,5
RJ,MILE,3,2072.172861040283,5
RJ,ARUA,1,1229.593275556153,5
RJ,ARUA,2,622.8179745913756,5
